yishi	一事	ACCEPT	lib=24422
yishou	一首	ACCEPT	lib=30567
yisuo	一所	ACCEPT	lib=23715
yitiao	一条	ACCEPT	lib=33475
yitishi	一体式	ACCEPT	lib=11600
yiwei	一位	ACCEPT	lib=31686
yixiang	一项	ACCEPT	lib=26053
yixiangxing	意向性	ACCEPT	lib=5311
yiyou	已有	ACCEPT	lib=26646
yizhan	一站	ACCEPT	lib=25847
yizhang	一张	ACCEPT	lib=33870
yizhengtao	一整套	ACCEPT	lib=21597
yizhounian	一周年	ACCEPT	lib=20726
yizu	一组	ACCEPT	lib=25470
yizuo	一座	ACCEPT	lib=27404
yongganzhe	勇敢者	ACCEPT	lib=12023
youbieyu	有别于	ACCEPT	lib=15593
yougan	有感	ACCEPT	lib=31815
youlaiyu	有赖于	ACCEPT	lib=10984
youqianfang	右前方	ACCEPT	lib=10737
yuanmingqing	元明清	ACCEPT	lib=11763
yuannei	院内	ACCEPT	lib=17889
yuannu	怨怒	ACCEPT	lib=5163
yufeng	余风	ACCEPT	lib=5922
yumaoqiudui	羽毛球队	ACCEPT	lib=4193
yunbing	运兵	ACCEPT	lib=9243
yunguoqu	晕过去	ACCEPT	lib=18072
yunshubu	运输部	ACCEPT	lib=11656
yuxingwei	鱼腥味	ACCEPT	lib=15794
zaicijichushang	在此基础上	ACCEPT	lib=0
zaikelv	载客率	ACCEPT	lib=0
zailai	再来	ACCEPT	lib=30490
zaizhan	再战	ACCEPT	lib=21378
zanbie	暂别	ACCEPT	lib=13195
zandai	暂代	ACCEPT	lib=6487
zanwu	暂无	ACCEPT	lib=15705
zazheng	咋整	ACCEPT	lib=0
zendi	怎地	ACCEPT	lib=13685
zhaiteng	斋藤	ACCEPT	lib=13145
zhaixing	摘星	ACCEPT	lib=15279
zhangjing	掌镜	ACCEPT	lib=0
zhanmushi	詹姆士	ACCEPT	lib=18822
zhannei	站内	ACCEPT	lib=15764
zhannifu	詹妮弗	ACCEPT	lib=14693
zhanshihui	展示会	ACCEPT	lib=13058
zhaogongzuo	找工作	ACCEPT	lib=0
zhashang	炸伤	ACCEPT	lib=11242
zhechang	这场	ACCEPT	lib=27878
zhengchuang	争创	ACCEPT	lib=10469
zhenghan	正酣	ACCEPT	lib=12118
zhengjinduoyin	争金夺银	ACCEPT	lib=0
zhengkuai	整块	ACCEPT	lib=16379
zhengwan	整晚	ACCEPT	lib=20707
zhexiang	这项	ACCEPT	lib=27672
zhexuexi	哲学系	ACCEPT	lib=8340
zhicun	志村	ACCEPT	lib=12057
zhidaoxing	指导性	ACCEPT	lib=9767
zhijiabi	质价比	ACCEPT	lib=0
zhiliyu	致力于	ACCEPT	lib=20609
zhinengjiashi	智能驾驶	ACCEPT	lib=0
zhixingguan	执行官	ACCEPT	lib=19256
zhizeng	致赠	ACCEPT	lib=0
zhongcun	中村	ACCEPT	lib=22004
zhonggaokao	中高考	ACCEPT	lib=0
zhongjiezhe	终结者	ACCEPT	lib=22877
zhongrihan	中日韩	ACCEPT	lib=5866
zhongshanlu	中山路	ACCEPT	lib=20057
zhongxiaowei	中小微	ACCEPT	lib=0
zhongxifang	中西方	ACCEPT	lib=9797
zhongyingwen	中英文	ACCEPT	lib=16583
zhongzhi	种质	ACCEPT	lib=14974
zhouzhengfu	州政府	ACCEPT	lib=20758
zhuangkai	撞开	ACCEPT	lib=9683
zhuoqiutai	桌球台	ACCEPT	lib=5286
zhusufei	住宿费	ACCEPT	lib=17726
ziliaoguan	资料馆	ACCEPT	lib=10315
zongdaoyan	总导演	ACCEPT	lib=10593
zongjiehui	总结会	ACCEPT	lib=12568
zoubian	走遍	ACCEPT	lib=24593
zouguo	走过	ACCEPT	lib=32721
zouguoqu	走过去	ACCEPT	lib=0
zoushangzhenggui	走上正轨	ACCEPT	lib=11697
zuichi	最迟	ACCEPT	lib=17380
zuikaishi	最开始	ACCEPT	lib=0
zuocheng	做成	ACCEPT	lib=30283
zuofeiji	坐飞机	ACCEPT	lib=23813
zuohao	做好	ACCEPT	lib=37788
zuohuoche	坐火车	ACCEPT	lib=23798
zuoxialai	坐下来	ACCEPT	lib=0
zuzhihua	组织化	ACCEPT	lib=7591
canruoxingchen	灿若星辰	REJECT	
gaorebutui	高热不退	REJECT	
jieshuipan	接水盘	REJECT	
nianqingtai	年轻态	REJECT	
ningxinjuli	凝心聚力	REJECT	
xiaoman	小嫚	REJECT	
