# code	word	tag	mv_freq	lib_freq	v2	reason
monika	莫妮卡	modern-vocab-audit-p2: name-obscure	30000	19429	0	标准音译名
moumouren	某某人	modern-vocab-audit-p2: frag-grammar	30000	15141	0	固定泛指表达
mucun	木村	modern-vocab-audit-p2: name-obscure	30000	16003	0	著名日姓
nagei	拿给	modern-vocab-audit-p2: frag-grammar	30000	20806	0	口语V给常用
naibuzhu	耐不住	modern-vocab-audit-p2: frag-verb	30000	18949	0	常用可能补
nakuai	那块	modern-vocab-audit-p2: frag-grammar	30000	22894	0	口语常用单位
nanbeixiang	南北向	modern-vocab-audit-p2: frag-np	30000	13882	0	常用方位词
nanyong	难用	modern-vocab-audit-p2: frag-grammar	30000	17944	0	口语常用
naohaizhong	脑海中	modern-vocab-audit-p2: frag-grammar	30000	19041	0	高频凝固方位
nayou	哪有	modern-vocab-audit-p2: frag-grammar	30000	0	0	高频口语
neikou	内扣	modern-vocab-audit-p2: jargon-slice	30000	15829	0	多域常用词
neishengxing	内生性	modern-vocab-audit-p2: word	30000	6267	0	经济学术语
niancuo	念错	modern-vocab-audit-p2: frag-verb	30000	13684	0	常用动补词
nianqingtai	年轻态	modern-vocab-audit-p2: frag-np	30000	0	0	流行固定词
nianyueri	年月日	modern-vocab-audit-p2: frag	30000	6504	0	固定单位
nieleyibahan	捏了一把汗	modern-vocab-audit-p1-ge5: frag-clause	30000	8535	0	惯用语高频
niersi	尼尔斯	modern-vocab-audit-p2: name-obscure	30000	9305	0	著名译名
ningxinjuli	凝心聚力	modern-vocab-audit-p2: frag-np	30000	0	0	固定四字语
niuheiwen	纽黑文	modern-vocab-audit-p2: geo-real	30000	0	0	知名地名
nuodun	诺顿	modern-vocab-audit-p2: name-obscure	30000	13793	0	知名品牌
paiqiusai	排球赛	modern-vocab-audit-p2: frag-np	30000	10564	0	常用复合词
panhou	盘后	modern-vocab-audit-p2: jargon-slice	30000	0	0	股市真词
panzhong	盘中	modern-vocab-audit-p2: frag-grammar	30000	11715	0	财经固定词
piaorao	飘绕	modern-vocab-audit-p2: word	30000	0	0	词典词
pingchangren	平常人	modern-vocab-audit-p2: frag-np	30000	18097	0	常用词普通人
pingluan	平乱	modern-vocab-audit-p2: word	30000	8838	0	词典词
pingrili	平日里	modern-vocab-audit-p2: frag-grammar	30000	0	0	固定口语表达
pinpaihua	品牌化	modern-vocab-audit-p2: frag-np	30000	8322	0	常用词
pujihua	普及化	modern-vocab-audit-p2: frag-np	30000	10977	0	常用词
puladuo	普拉多	modern-vocab-audit-p2: name-obscure	30000	6343	0	知名车型
qianbainianlai	千百年来	modern-vocab-audit-p2: frag-grammar	30000	12830	0	固定表达
qiandongnanmiaozudongzuzizhizhou	黔东南苗族侗族自治州	modern-vocab-audit-p1-ge5: admin-suffix	30000	8407	0	真实州名有语料
qiangcichang	强磁场	modern-vocab-audit-p2: frag-np	30000	6109	0	物理术语
qiangyizi	抢椅子	modern-vocab-audit-p2: frag-verb	30000	0	0	游戏固定名
qianjinian	前几年	modern-vocab-audit-p2: frag-num	30000	0	0	常用时间词
qiannanbuyizumiaozuzizhizhou	黔南布依族苗族自治州	modern-vocab-audit-p1-ge5: admin-suffix	30000	8078	0	真实州名有语料
qianxienian	前些年	modern-vocab-audit-p2: frag-grammar	30000	15047	0	常用时间词
qianxinanbuyizumiaozuzizhizhou	黔西南布依族苗族自治州	modern-vocab-audit-p1-ge5: admin-suffix	30000	7700	0	真实州名有语料
qianzhengfei	签证费	modern-vocab-audit-p2: frag-np	30000	10629	0	真实费用词
qidonghui	启动会	modern-vocab-audit-p2: frag-np	30000	0	0	常见会议类型词
qieyiwei	窃以为	modern-vocab-audit-p2: word	30000	11465	0	固定表达
qifaxing	启发性	modern-vocab-audit-p2: frag-np	30000	10841	0	X性成词常用
qijianji	旗舰机	modern-vocab-audit-p2: frag-np	30000	14730	0	数码常用词
qinglei	清泪	modern-vocab-audit-p2: frag-np	30000	9795	0	文学常用词
qingui	亲贵	modern-vocab-audit-p2: word	30000	7296	0	词典词
qinsui	亲随	modern-vocab-audit-p2: obscure-classical	30000	9320	0	词典词随从
qishixing	歧视性	modern-vocab-audit-p2: frag-np	30000	11175	0	性字派生真词
qitaren	其他人	modern-vocab-audit-p2: frag-grammar	30000	33868	0	高频整体单位
qiubian	求变	modern-vocab-audit-p2: frag-np	30000	15688	0	常用词
qiujue	秋决	modern-vocab-audit-p2: jargon-slice	30000	2367	0	历史处决真词
qiuran	虬髯	modern-vocab-audit-p2: jargon-slice	30000	5073	0	虬髯文言真词
quanan	全案	modern-vocab-audit-p2: frag-np	30000	10314	0	台新闻常用词
quanjiaren	全家人	modern-vocab-audit-p2: frag-grammar	30000	23985	0	高频凝固称谓
quanjingsheng	全景声	modern-vocab-audit-p2: jargon-slice	25000	0	0	杜比全景声术语
quanjingshi	全景式	modern-vocab-audit-p2: frag-np	30000	8700	0	常用式字词
quanlve	权略	modern-vocab-audit-p2: word	30000	5922	0	词典词
quniandi	去年底	modern-vocab-audit-p2: frag-grammar	30000	16670	1	词典收录
quzhongjiehua	去中介化	modern-vocab-audit-p2: frag-grammar	30000	0	0	经济术语
ranhong	染红	modern-vocab-audit-p2: frag-verb	30000	16685	0	足球义常用
raobukai	绕不开	modern-vocab-audit-p2: frag-grammar	30000	0	0	常用动补词
raocheng	绕城	modern-vocab-audit-p2: frag-np	30000	15631	0	常用单位
raokai	绕开	modern-vocab-audit-p2: frag-verb	30000	15809	0	真动词常用
rengwei	仍未	modern-vocab-audit-p2: frag-grammar	30000	21275	0	高频副词连用
renlichengben	人力成本	modern-vocab-audit-p2: frag-np	30000	0	0	商业固定词
renshang	任上	modern-vocab-audit-p2: frag-grammar	30000	0	0	词典词
renwenhuanjing	人文环境	modern-vocab-audit-p2: frag-np	30000	11614	0	固定复合词
renwudiaodu	任务调度	modern-vocab-audit-p2: frag-np	30000	0	0	计算机标准术语
rouqiu	肉球	modern-vocab-audit-p2: frag-np	30000	16540	0	宠物常用词
rujiu	如旧	modern-vocab-audit-p2: word	30000	15509	0	词典词
saina	塞纳	modern-vocab-audit-p2: name-obscure	30000	16811	0	常用译名
saixiaqu	塞下曲	modern-vocab-audit-p2: title-slice	30000	5073	0	经典乐府诗题
sanben	三本	modern-vocab-audit-p2: frag-num	30000	21252	0	高校批次常用
sanbubingzuoliangbu	三步并作两步	modern-vocab-audit-p1-ge5: lead-flip	30000	4422	0	惯用语
sange	三个	modern-vocab-audit-p2: frag-num	50000	34138	0	数量常用
sanming	三名	modern-vocab-audit-p2: frag-num	35000	22282	0	数量常用
sannian	三年	modern-vocab-audit-p2: frag-num	30000	32483	0	数量常用
sanpu	三浦	modern-vocab-audit-p2: name-obscure	30000	11536	0	著名日姓
sanqin	三嗪	modern-vocab-audit-p2: jargon-slice	30000	3861	0	化学标准术语
sanwuge	三五个	modern-vocab-audit-p2: frag-num	30000	12771	0	常用概数
sanxingji	三星级	modern-vocab-audit-p2: frag-num	30000	9123	0	常用等级词
sanzhong	三种	modern-vocab-audit-p2: frag-num	30000	23590	0	数量常用
saofuren	嫂夫人	modern-vocab-audit-p2: word	30000	11006	0	词典敬称
saotou	搔头	modern-vocab-audit-p2: rare-lib	30000	7763	0	词典词
sasha	萨沙	modern-vocab-audit-p2: name-obscure	30000	15385	0	极常用译名
shangchangmen	上场门	modern-vocab-audit-p2: jargon-slice	30000	0	0	戏曲词典词
shangjuan	上卷	modern-vocab-audit-p2: frag-np	30000	14028	0	词典词
shangxuan	上选	modern-vocab-audit-p2: rare-lib	30000	17530	0	词典词
shangyinian	上一年	modern-vocab-audit-p2: frag-grammar	30000	19771	0	常用时间单位
shanjiaoxia	山脚下	modern-vocab-audit-p2: frag-grammar	30000	20395	0	常用方位词
shanshang	山上	modern-vocab-audit-p2: frag-grammar	30000	31539	0	常用方位词
shanshanshuishui	山山水水	modern-vocab-audit-p2: frag-grammar	30000	10012	0	固定表达
shantian	山田	modern-vocab-audit-p2: name-obscure	30000	17948	0	著名日姓
shaobang	少棒	modern-vocab-audit-p2: jargon-slice	30000	8934	0	台常用词
shaotang	少糖	modern-vocab-audit-p2: frag-np	30000	0	0	点单常用词
shashafenbuqing	傻傻分不清	modern-vocab-audit-p1-ge5: frag-clause	30000	0	0	网络常用语
shejidui	射击队	modern-vocab-audit-p2: frag-np	30000	3861	0	标准队名词
shenbiaoyihan	深表遗憾	modern-vocab-audit-p2: frag-np	30000	11502	0	固定表达
shenghuohua	生活化	modern-vocab-audit-p2: frag-np	30000	15080	0	常用X化词
shengrihui	生日会	modern-vocab-audit-p2: frag-np	30000	20397	0	现代常用词
shida	十大	modern-vocab-audit-p2: frag-num	30000	23490	0	统称常用
shidui	石堆	modern-vocab-audit-p2: frag-np	30000	9449	0	常用名词石堆
shiduonian	十多年	modern-vocab-audit-p2: frag-num	30000	24634	0	常用时段
shifanxing	示范性	modern-vocab-audit-p2: frag-np	30000	9547	0	性字派生真词
shijieershang	拾阶而上	modern-vocab-audit-p2: frag-verb	30000	0	0	常用四字语
shijieguanjun	世界冠军	modern-vocab-audit-p2: frag-np	30000	16539	0	固定常用词
shijieshang	世界上	modern-vocab-audit-p2: frag-grammar	30000	0	0	高频常用
shinian	十年	modern-vocab-audit-p2: frag-num	35000	32870	0	数量常用
shinvtu	仕女图	modern-vocab-audit-p2: frag-np	30000	8325	0	固定艺术名词
shisuhua	世俗化	modern-vocab-audit-p2: frag-np	30000	12611	0	学术常用词
shiyinwei	是因为	modern-vocab-audit-p2: frag-grammar	35000	38501	0	常用连语
shiyixia	试一下	modern-vocab-audit-p2: frag-grammar	30000	23413	0	口语常用
shiyongyu	适用于	modern-vocab-audit-p2: frag-grammar	30000	0	0	书面固定语
shiyunhui	世运会	modern-vocab-audit-p2: title-slice	30000	0	0	赛事标准简称
shoudie	收跌	modern-vocab-audit-p2: jargon-slice	30000	0	0	行情真词
shouhuopofeng	收获颇丰	modern-vocab-audit-p2: frag-np	30000	0	0	常用四字语
shouhuren	守护人	modern-vocab-audit-p2: frag-np	30000	10264	0	常用词
shouhuzhe	守护者	modern-vocab-audit-p2: frag-np	30000	15487	0	常用者字词
shoukuai	手快	modern-vocab-audit-p2: frag-np	30000	22800	0	真词眼明手快
shoupianzhe	受骗者	modern-vocab-audit-p2: frag	30000	5930	0	新闻常用词
shourouzhou	瘦肉粥	modern-vocab-audit-p2: frag-np	30000	15877	0	常见菜名
shouzhiyu	受制于	modern-vocab-audit-p2: frag-grammar	30000	13488	0	固定动介词
shuaixialai	摔下来	modern-vocab-audit-p2: frag-verb	30000	16342	0	常用趋向补语
shuangpai	双排	modern-vocab-audit-p2: frag-num	30000	18411	0	游戏常用词
shuangse	双色	modern-vocab-audit-p2: frag-np	30000	16690	0	常用词双色球
shuikou	水口	modern-vocab-audit-p2: word	30000	18053	0	词典词
shujuanquanfa	数据安全法	modern-vocab-audit-p1-ge5: doc-title	30000	0	0	法律专名
shuobuqing	说不清	modern-vocab-audit-p2: frag-verb	30000	25783	0	凝固可能补语
sige	四个	modern-vocab-audit-p2: frag-num	40000	32508	0	数量常用
sijidu	四季度	modern-vocab-audit-p2: frag-num	30000	10610	0	财经常用单位
sikai	撕开	modern-vocab-audit-p2: frag-verb	30000	21518	0	真词动词
siming	四名	modern-vocab-audit-p2: frag-num	30000	19484	0	数量常用
sitake	斯塔克	modern-vocab-audit-p2: name-obscure	30000	13764	0	常见译名
sitela	斯特拉	modern-vocab-audit-p2: name-obscure	30000	18983	0	常见音译名
sitelin	斯特林	modern-vocab-audit-p2: name-obscure	30000	11487	0	常见译名
sixingji	四星级	modern-vocab-audit-p2: frag-num	30000	14006	0	常用等级词
songgang	松冈	modern-vocab-audit-p2: name-obscure	30000	7477	0	著名日姓
songwang	送往	modern-vocab-audit-p2: frag-verb	30000	22851	0	常用动介词
sufeiya	苏菲亚	modern-vocab-audit-p2: name-obscure	30000	16098	0	常见音译名
suizi	穗子	modern-vocab-audit-p2: name-obscure	30000	14300	0	穗子真词流苏
suochu	所处	modern-vocab-audit-p2: frag-grammar	30000	18980	0	所字固定结构
suosisuoxiang	所思所想	modern-vocab-audit-p2: frag-grammar	30000	0	0	固定四字表达
taidao	台岛	modern-vocab-audit-p2: frag-np	30000	7404	0	时事常用
taiguocai	泰国菜	modern-vocab-audit-p2: word	30000	16186	0	常用菜系词
tailang	太郎	modern-vocab-audit-p2: name-obscure	30000	22578	0	常见日名通称
tanbaishuo	坦白说	modern-vocab-audit-p2: frag-grammar	30000	13630	0	固定口语
tangguohe	糖果盒	modern-vocab-audit-p2: frag-np	30000	7552	0	自然复合名词
tangmusen	汤姆森	modern-vocab-audit-p2: name-obscure	30000	9021	0	标准音译姓
tangmuyi	汤沐邑	modern-vocab-audit-p2: cold-lib	30000	5527	0	历史词典词
tangxialai	躺下来	modern-vocab-audit-p2: frag-verb	30000	13489	0	口语常用单位
taochulai	逃出来	modern-vocab-audit-p2: frag-verb	30000	15673	0	常用趋向补语
tebieshi	特别是	modern-vocab-audit-p2: frag-grammar	30000	0	0	固定话语词
tedaxing	特大型	modern-vocab-audit-p2: frag-np	30000	10055	0	标准规格词
tengtonggan	疼痛感	modern-vocab-audit-p2: word	30000	7587	0	常用医学词
tengyuan	藤原	modern-vocab-audit-p2: name-obscure	30000	15781	0	著名日姓
tianxiashi	天下事	modern-vocab-audit-p2: frag-np	30000	14630	0	熟语常用单位
tiaoshuidui	跳水队	modern-vocab-audit-p2: frag-np	30000	8049	0	常用球队类词
tidaixing	替代性	modern-vocab-audit-p2: frag-np	30000	10457	0	常用派生词
tigongdui	体工队	modern-vocab-audit-p2: word	30000	5895	0	体制真词
tilihuo	体力活	modern-vocab-audit-p2: word	30000	17773	0	口语常用词
tingshengbianwei	听声辨位	modern-vocab-audit-p2: frag-verb	30000	0	0	固定四字表达
tiqiu	踢球	modern-vocab-audit-p2: frag-np	30000	27094	0	常用动词
tongdai	统带	modern-vocab-audit-p2: word	30000	11076	0	旧军职真词
tonghuxigongmingyun	同呼吸共命运	modern-vocab-audit-p1-ge5: slogan	30000	7232	0	固定习语有语料
tongxuemen	同学们	modern-vocab-audit-p2: frag-grammar	30000	23320	0	高频称呼单位
tongzhong	同种	modern-vocab-audit-p2: frag-np	30000	16241	0	词典词同种
touguanglv	透光率	modern-vocab-audit-p2: word	30000	7763	0	标准物理词
toujingbu	头颈部	modern-vocab-audit-p2: frag-np	30000	5527	0	标准解剖词
touliu	投流	modern-vocab-audit-p2: jargon-slice	30000	0	0	网络营销词
touminghua	透明化	modern-vocab-audit-p2: frag-np	30000	11656	0	常用词
toumingxing	透明性	modern-vocab-audit-p2: frag-np	30000	7819	0	X性成词常用
tousuxin	投诉信	modern-vocab-audit-p2: frag-np	30000	9263	0	常用信件类词
touzou	偷走	modern-vocab-audit-p2: frag-verb	30000	28617	0	高频动补单位
tugexinxian	图个新鲜	modern-vocab-audit-p2: frag-grammar	30000	0	0	口语惯用语
tuidui	退队	modern-vocab-audit-p2: frag-verb	30000	0	0	常用动词
tuigei	推给	modern-vocab-audit-p2: frag-grammar	30000	18840	0	口语V给常用
tuijianxing	推荐性	modern-vocab-audit-p2: frag-np	30000	7660	0	标准术语常用
waikuo	外廓	modern-vocab-audit-p2: frag-np	30000	4734	0	词典书面词
wainao	外脑	modern-vocab-audit-p2: jargon-slice	30000	7552	0	真实借喻词
waipojia	外婆家	modern-vocab-audit-p2: frag-np	30000	21442	0	常用口语
wangfanpao	往返跑	modern-vocab-audit-p2: frag-verb	30000	0	0	体测项目名
wangfushi	往复式	modern-vocab-audit-p2: frag-np	30000	5899	0	机械术语
wanquanban	完全版	modern-vocab-audit-p2: frag-np	30000	10364	0	媒体固定词
wanxieshihou	晚些时候	modern-vocab-audit-p2: frag-grammar	30000	15829	0	新闻固定表达
waxili	瓦西里	modern-vocab-audit-p2: name-obscure	30000	13279	0	标准俄名音译
weierxun	威尔逊	modern-vocab-audit-p2: name-obscure	30000	18860	0	常见译名
weifaxingwei	违法行为	modern-vocab-audit-p2: frag-np	30000	13676	0	法律常用术语
weikuanren	尾款人	modern-vocab-audit-p2: frag-np	45000	0	0	网络流行词
weizhuangzhe	伪装者	modern-vocab-audit-p2: title-slice	30000	16369	0	常用者字词
wenduan	文段	modern-vocab-audit-p2: jargon-slice	30000	10771	0	语文常用词
wenguanguo	文冠果	modern-vocab-audit-p2: word	30000	7896	0	真实植物名
wengyu	蓊郁	modern-vocab-audit-p2: jargon-slice	30000	6801	0	词典词
wenruan	温软	modern-vocab-audit-p2: word	30000	12289	0	词典词
wenshidu	温湿度	modern-vocab-audit-p2: jargon-slice	30000	8978	0	温湿度计常用
wensidun	温斯顿	modern-vocab-audit-p2: name-obscure	30000	15983	0	极常用音译名
wenxuejiang	文学奖	modern-vocab-audit-p2: frag-np	30000	17239	0	常用名词
woerfu	沃尔夫	modern-vocab-audit-p2: name-obscure	30000	16044	0	常见译名
woerte	沃尔特	modern-vocab-audit-p2: name-obscure	30000	21511	0	常见译名
wojin	握紧	modern-vocab-audit-p2: frag-verb	30000	20747	0	常用动词
wuda	五大	modern-vocab-audit-p2: frag-num	30000	23865	0	统称常用
wuge	五个	modern-vocab-audit-p2: frag-num	40000	29076	0	数量常用
wuheyi	五合一	modern-vocab-audit-p2: frag-num	30000	8217	0	定型产品词
wunian	五年	modern-vocab-audit-p2: frag-num	35000	30160	0	数量常用
wurenwei	误认为	modern-vocab-audit-p2: frag-verb	30000	17953	0	常用动词单位
xiachangmen	下场门	modern-vocab-audit-p2: jargon-slice	30000	0	1	CEDICT收录
xiahenshou	下狠手	modern-vocab-audit-p2: frag-verb	30000	0	0	口语固定表达
xialuote	夏洛特	modern-vocab-audit-p2: name-obscure	30000	23767	0	极常用译名
xiangbanfa	想办法	modern-vocab-audit-p2: frag-verb	30000	0	0	常用固定动词短语
xiangdedao	想得到	modern-vocab-audit-p2: frag-grammar	30000	23241	0	高频可能补语
xiangei	献给	modern-vocab-audit-p2: frag-verb	30000	27530	0	常用动词
xiangjiehe	相结合	modern-vocab-audit-p2: frag-grammar	30000	19375	0	常用固定单位
xiangqinmen	乡亲们	modern-vocab-audit-p2: frag-grammar	30000	14002	0	常用称呼语
xianjingongzuozhe	先进工作者	modern-vocab-audit-p1-ge5: lead-flip	30000	0	0	固定称号
xianshizhuyizhe	现实主义者	modern-vocab-audit-p1-ge5: lead-flip	30000	13465	0	词典词高频
xianzhixing	限制性	modern-vocab-audit-p2: frag-np	30000	15246	0	性字派生真词
xiaobaobao	小宝宝	modern-vocab-audit-p2: word	30000	24216	0	口语常用词
xiaochuang	小窗	modern-vocab-audit-p2: frag-np	30000	16395	0	网络常用词
xiaoerjing	小而精	modern-vocab-audit-p2: frag-grammar	30000	10522	0	常用固定表达
xiaofeiliang	消费量	modern-vocab-audit-p2: frag-np	30000	7624	0	统计常用词
xiaoguniang	小姑娘	modern-vocab-audit-p2: frag-np	30000	31096	0	词典高频口语词
xiaohongdian	小红点	modern-vocab-audit-p2: word	30000	14373	0	现代常用词
xiaojizhuomi	小鸡啄米	modern-vocab-audit-p2: frag-np	30000	0	0	惯用比喻语
xiaolingdao	校领导	modern-vocab-audit-p2: frag-np	30000	10852	0	常用固定称谓
xiaoman	小嫚	modern-vocab-audit-p2: word	30000	0	0	青岛方言词
xiaonvhai	小女孩	modern-vocab-audit-p2: frag-np	30000	24860	0	高频常用词
xiaoshipin	小视频	modern-vocab-audit-p2: frag-np	30000	3239	0	网络常用词
xiaoshitou	小石头	modern-vocab-audit-p2: frag-np	30000	16090	0	口语常用
xinchuan	薪传	modern-vocab-audit-p2: frag-np	30000	0	1	CEDICT收录词
xinjiaporen	新加坡人	modern-vocab-audit-p2: frag-grammar	30000	13172	0	常用国民称呼
xinkegai	新课改	modern-vocab-audit-p2: jargon-slice	30000	8315	0	教育固定术语
xinqixiang	新气象	modern-vocab-audit-p2: frag-np	30000	21898	0	固定搭配
xinwenxi	新闻系	modern-vocab-audit-p2: frag-np	30000	6069	0	常用系科名
xinxi	心系	modern-vocab-audit-p2: frag-np	35000	19975	0	心系天下常用
xinxiandu	新鲜度	modern-vocab-audit-p2: frag-np	30000	12554	0	常用派生词
xinxiangan	新鲜感	modern-vocab-audit-p2: frag-np	30000	23424	0	词汇化常用词
xiongjun	雄峻	modern-vocab-audit-p2: jargon-slice	30000	4652	0	雄峻险峻真词
xiuxiqu	休息区	modern-vocab-audit-p2: frag-np	30000	13055	0	常用词
xizhan	西站	modern-vocab-audit-p2: frag-np	30000	20527	0	高频车站单位
xuexizhe	学习者	modern-vocab-audit-p2: frag-np	30000	10969	0	常用名词
xunlianguan	训练馆	modern-vocab-audit-p2: word	30000	10944	0	常用场馆词
xunmian	训勉	modern-vocab-audit-p2: word	30000	1493	0	训诫勉励真词
yagebu	雅各布	modern-vocab-audit-p2: name-obscure	30000	20118	0	标准音译名
yalun	亚伦	modern-vocab-audit-p2: name-obscure	30000	19092	0	常见译名
yangmiu	佯谬	modern-vocab-audit-p2: frag-np	30000	0	0	物理词典词
yangtie	洋铁	modern-vocab-audit-p2: word	20000	6464	0	词典旧词
yanhoubu	咽喉部	modern-vocab-audit-p2: word	30000	3239	0	标准解剖词
yanjiuhui	研究会	modern-vocab-audit-p2: frag-np	30000	17142	0	常用机构类型词
yansong	偃松	modern-vocab-audit-p2: jargon-slice	30000	2367	0	偃松植物真词
yaobuyao	要不要	modern-vocab-audit-p2: frag-grammar	30000	0	0	高频口语
yaohu	妖狐	modern-vocab-audit-p2: jargon-slice	30000	12646	0	真词狐妖义
yeguiren	夜归人	modern-vocab-audit-p2: title-slice	30000	12189	0	固定表达
yeshi	也是	modern-vocab-audit-p2: frag-grammar	35000	0	0	高频常用
yibai	一百	modern-vocab-audit-p2: frag-num	40000	37081	0	常用数词
yibu	一步	modern-vocab-audit-p2: frag-num	40000	33639	0	数量常用
yibubu	一步步	modern-vocab-audit-p2: frag-grammar	30000	24244	0	常用副词单位
yichang	一场	modern-vocab-audit-p2: frag-num	35000	32557	0	数量常用
yichu	一处	modern-vocab-audit-p2: frag-num	60000	22911	0	数量常用
yidaban	一大半	modern-vocab-audit-p2: frag-num	30000	19883	0	词典固定词
yien	伊恩	modern-vocab-audit-p2: name-obscure	30000	19740	0	常用译名
yifenzi	一份子	modern-vocab-audit-p2: frag-num	30000	0	0	固定表达一分子
yigu	一股	modern-vocab-audit-p2: frag-num	30000	27216	0	数量常用
yijia	一架	modern-vocab-audit-p2: frag-num	30000	26338	0	数量常用
yijiasankou	一家三口	modern-vocab-audit-p2: frag-num	30000	0	0	固定表达
yijidu	一季度	modern-vocab-audit-p2: frag-num	30000	14305	0	财经常用季度
yijing	译经	modern-vocab-audit-p2: word	25000	8842	0	词典词
yikaishi	一开始	modern-vocab-audit-p2: frag-grammar	30000	0	0	固定副词常用
yike	一颗	modern-vocab-audit-p2: frag-num	30000	30441	0	数量常用
yikuan	一款	modern-vocab-audit-p2: frag-num	35000	27512	0	数量常用
yilaizheng	依赖症	modern-vocab-audit-p2: frag-np	30000	10968	0	常用类词单位
yiliangtian	一两天	modern-vocab-audit-p2: frag-num	30000	20510	0	常用约数表达
yimengshanqu	沂蒙山区	modern-vocab-audit-p2: frag-np	30000	6824	0	知名地理专名
yiming	一名	modern-vocab-audit-p2: frag-num	35000	32099	0	数量常用
yinbixing	隐蔽性	modern-vocab-audit-p2: frag-np	30000	9167	0	X性成词常用
yinfang	印方	modern-vocab-audit-p2: frag-np	30000	7700	0	外交常用缩略
yingwenge	英文歌	modern-vocab-audit-p2: frag-np	30000	18197	0	口语常用名词
yingwenming	英文名	modern-vocab-audit-p2: frag-np	30000	20172	0	常用词
yingyangcan	营养餐	modern-vocab-audit-p2: word	30000	7992	0	常用名词
yinian	一年	modern-vocab-audit-p2: frag-num	40000	36806	0	数量常用
yinlai	引来	modern-vocab-audit-p2: frag-verb	30000	23849	0	常用动词
yipian	一片	modern-vocab-audit-p2: frag-num	35000	30738	0	数量常用
yiqianwan	一千万	modern-vocab-audit-p2: frag-num	30000	22735	0	常用数词
yiqu	一曲	modern-vocab-audit-p2: frag-num	35000	22974	0	数量常用
yisangzi	一嗓子	modern-vocab-audit-p2: frag-num	30000	0	0	固定口语量词
yishi	一事	modern-vocab-audit-p2: frag-grammar	30000	24422	0	书面常用
yishou	一首	modern-vocab-audit-p2: frag-num	35000	30567	0	数量常用
yisuo	一所	modern-vocab-audit-p2: frag-num	30000	23715	0	数量常用
yitiao	一条	modern-vocab-audit-p2: frag-num	35000	33475	0	数量常用
yitishi	一体式	modern-vocab-audit-p2: frag-np	30000	11600	0	常用定型词
yiwei	一位	modern-vocab-audit-p2: frag-num	35000	31686	0	数量常用
yixiang	一项	modern-vocab-audit-p2: frag-num	35000	26053	0	数量常用
yixiangxing	意向性	modern-vocab-audit-p2: jargon-slice	30000	5311	0	哲学术语
yiyou	已有	modern-vocab-audit-p2: frag-grammar	35000	26646	0	高频常用
yizhan	一站	modern-vocab-audit-p2: frag-num	30000	25847	0	数量常用
yizhang	一张	modern-vocab-audit-p2: frag-num	35000	33870	0	数量常用
yizhengtao	一整套	modern-vocab-audit-p2: frag-num	30000	21597	0	固定数量词
yizhounian	一周年	modern-vocab-audit-p2: frag-num	30000	20726	0	固定纪念表达
yizu	一组	modern-vocab-audit-p2: frag-num	35000	25470	0	数量常用
yizuo	一座	modern-vocab-audit-p2: frag-num	35000	27404	0	数量常用
yongganzhe	勇敢者	modern-vocab-audit-p2: frag-np	30000	12023	0	常用派生词
youbieyu	有别于	modern-vocab-audit-p2: frag-grammar	30000	15593	0	书面固定语
yougan	有感	modern-vocab-audit-p2: frag-grammar	30000	31815	0	固定用法
youlaiyu	有赖于	modern-vocab-audit-p2: frag-grammar	30000	10984	0	固定虚词
youqianfang	右前方	modern-vocab-audit-p2: frag-np	30000	10737	0	方位常用单位
yuanmingqing	元明清	modern-vocab-audit-p2: frag-np	30000	11763	0	固定连用
yuannei	院内	modern-vocab-audit-p2: frag-grammar	30000	17889	0	常用方位词
yuannu	怨怒	modern-vocab-audit-p2: word	30000	5163	0	词典词
yufeng	余风	modern-vocab-audit-p2: word	30000	5922	0	词典文语词
yumaoqiudui	羽毛球队	modern-vocab-audit-p2: frag-np	30000	4193	0	常用队名单位
yunbing	运兵	modern-vocab-audit-p2: frag-verb	30000	9243	0	军事动宾常用
yunguoqu	晕过去	modern-vocab-audit-p2: frag-verb	30000	18072	0	常用表达
yunshubu	运输部	modern-vocab-audit-p2: org-local	30000	11656	0	通用部委词
yuxingwei	鱼腥味	modern-vocab-audit-p2: frag-np	30000	15794	0	常用生活词
zaicijichushang	在此基础上	modern-vocab-audit-p1-ge5: frag-clause	30000	0	0	固定用语
zaikelv	载客率	modern-vocab-audit-p2: frag-np	30000	0	0	标准行业指标词
zailai	再来	modern-vocab-audit-p2: frag-grammar	30000	30490	0	口语常用单位
zaizhan	再战	modern-vocab-audit-p2: frag-grammar	30000	21378	0	常用固定表达
zanbie	暂别	modern-vocab-audit-p2: frag-grammar	30000	13195	0	常用真词
zandai	暂代	modern-vocab-audit-p2: frag-grammar	30000	6487	0	词典动词
zanwu	暂无	modern-vocab-audit-p2: frag-grammar	30000	15705	0	常用固定语
zazheng	咋整	modern-vocab-audit-p2: jargon-slice	30000	0	0	东北高频口语
zendi	怎地	modern-vocab-audit-p2: rare-lib	30000	13685	0	词典词旧白话
zhaiteng	斋藤	modern-vocab-audit-p2: name-obscure	30000	13145	0	著名日姓
zhaixing	摘星	modern-vocab-audit-p2: frag-verb	30000	15279	0	词典词现代常用
zhangjing	掌镜	modern-vocab-audit-p2: frag-verb	30000	0	0	媒体常用词
zhanmushi	詹姆士	modern-vocab-audit-p2: name-obscure	30000	18822	0	常见音译名
