delete_code	word	freq	why
zhaohuo	昭和	18512	和:he->huo del-wrong
jiumo	九万	18496	万:wan->mo del-wrong
moshede	没舍得	18475	没:mei->mo del-wrong
huoge	和歌	18423	和:he->huo del-wrong
caidai	财大	18416	大:da->dai del-wrong
yiyue	一乐	18407	乐:le->yue del-wrong
modongjing	没动静	18404	没:mei->mo del-wrong
xianguoshimian	见过世面	18396	见:jian->xian del-wrong
yidailiren	意大利人	18390	大:da->dai del-wrong
zhuanyao	传谣	18388	传:chuan->zhuan del-wrong
yikedai	医科大	18379	大:da->dai del-wrong
modian	万点	18354	万:wan->mo del-wrong
moma	万马	18352	万:wan->mo del-wrong
zhengdai	政大	18349	大:da->dai del-wrong
seluo	塞罗	18345	塞:sai->se del-wrong
daihuo	大祸	18344	大:da->dai del-wrong
moxiao	没效	18328	没:mei->mo del-wrong
daipen	大盆	18309	大:da->dai del-wrong
mobu	万步	18279	万:wan->mo del-wrong
qikuai	起会	18265	会:hui->kuai del-wrong
daihua	大华	18238	大:da->dai del-wrong
yihuo	颐和	18216	和:he->huo del-wrong
moshu	没数	18211	没:mei->mo del-wrong
duoyue	多乐	18201	乐:le->yue del-wrong
qianshangmo	千上万	18201	万:wan->mo del-wrong
zuotankuai	座谈会	18200	会:hui->kuai del-wrong
buduoxian	不多见	18188	见:jian->xian del-wrong
mochang	没唱	18162	没:mei->mo del-wrong
chenailading	尘埃落定	18160	落:luo->la del-wrong
guangkuai	光会	18158	会:hui->kuai del-wrong
paimaikuai	拍卖会	18151	会:hui->kuai del-wrong
zikuai	自会	18126	会:hui->kuai del-wrong
zhongjiukuai	终究会	18125	会:hui->kuai del-wrong
daie	大鹅	18122	大:da->dai del-wrong
qingdai	清大	18113	大:da->dai del-wrong
shuidaijiao	睡大觉	18102	大:da->dai del-wrong
shuidaijue	睡大觉	18102	大:da->dai del-wrong
selei	塞勒	18099	塞:sai->se del-wrong
modang	没当	18086	没:mei->mo del-wrong
daimalu	大马路	18085	大:da->dai del-wrong
daixun	大勋	18085	大:da->dai del-wrong
kuaifu	会服	18074	会:hui->kuai del-wrong
daiyudarou	大鱼大肉	18064	大:da->dai del-wrong
daike	大客	18062	大:da->dai del-wrong
cankuai	餐会	18057	会:hui->kuai del-wrong
mokaoshang	没考上	18052	没:mei->mo del-wrong
kuaizhan	会站	18051	会:hui->kuai del-wrong
daifeng	大丰	18043	大:da->dai del-wrong
zhuanshang	传上	18027	传:chuan->zhuan del-wrong
mozhou	万州	18017	万:wan->mo del-wrong
juexing	角形	18016	角:jiao->jue del-wrong
moliang	没亮	18012	没:mei->mo del-wrong
daijiangsai	大奖赛	17988	大:da->dai del-wrong
daishe	大社	17971	大:da->dai del-wrong
modai	墨大	17967	大:da->dai del-wrong
nandeyixian	难得一见	17966	见:jian->xian del-wrong
zhuanbian	传遍	17955	传:chuan->zhuan del-wrong
shijimo	十几万	17948	万:wan->mo del-wrong
daiai	大碍	17940	大:da->dai del-wrong
daixia	大峡	17930	大:da->dai del-wrong
duojue	多角	17922	角:jiao->jue del-wrong
monadao	没拿到	17922	没:mei->mo del-wrong
daiji	大集	17918	大:da->dai del-wrong
daichang	大场	17905	大:da->dai del-wrong
mopingfang	万平方	17896	万:wan->mo del-wrong
moshou	没受	17892	没:mei->mo del-wrong
qianshoukuai	签售会	17891	会:hui->kuai del-wrong
daixiagu	大峡谷	17883	大:da->dai del-wrong
dailei	大类	17871	大:da->dai del-wrong
zixinfannao	自寻烦恼	17868	寻:xun->xin del-wrong
mojiaoyang	没教养	17840	没:mei->mo del-wrong
mobian	万变	17822	万:wan->mo del-wrong
laqu	落去	17817	落:luo->la del-wrong
dongaokuai	冬奥会	17814	会:hui->kuai del-wrong
moshou	万寿	17794	万:wan->mo del-wrong
xinmeng	寻梦	17783	寻:xun->xin del-wrong
mozhi	万只	17782	万:wan->mo del-wrong
seban	塞班	17763	塞:sai->se del-wrong
daifudu	大幅度	17746	大:da->dai del-wrong
shiyongshuai	使用率	17731	率:lv->shuai del-wrong
xinkuai	新会	17730	会:hui->kuai del-wrong
aiyue	爱乐	17728	乐:le->yue del-wrong
yuehu	乐乎	17727	乐:le->yue del-wrong
yadai	亚大	17727	大:da->dai del-wrong
moliao	没聊	17726	没:mei->mo del-wrong
suidailiu	随大流	17724	大:da->dai del-wrong
fengqingmozhong	风情万种	17722	万:wan->mo del-wrong
kuaizhanzhongxin	会展中心	17704	会:hui->kuai del-wrong
moyun	没运	17685	没:mei->mo del-wrong
shiwumo	十五万	17674	万:wan->mo del-wrong
nairenxinwei	耐人寻味	17672	寻:xun->xin del-wrong
motiandailou	摩天大楼	17668	大:da->dai del-wrong
congweixianguo	从未见过	17656	见:jian->xian del-wrong
yimoer	一万二	17656	万:wan->mo del-wrong
daichao	大吵	17651	大:da->dai del-wrong
yanman	掩埋	17617	埋:mai->man del-wrong
jinjie	金桔	17602	桔:ju->jie del-wrong
yimowu	一万五	17601	万:wan->mo del-wrong
daimaoxian	大冒险	17597	大:da->dai del-wrong
manxia	埋下	17583	埋:mai->man del-wrong
cunweikuai	村委会	17574	会:hui->kuai del-wrong
kuaizhi	会指	17564	会:hui->kuai del-wrong
jiaojue	角角	17564	角:jiao->jue del-wrong
juejiao	角角	17564	角:jiao->jue del-wrong
juejue	角角	17564	角:jiao->jue del-wrong
nvdaishiba	女大十八	17544	大:da->dai del-wrong
daibiaoge	大表哥	17514	大:da->dai del-wrong
dairunfa	大润发	17512	大:da->dai del-wrong
dajiedai	大姐大	17510	大:da->dai del-wrong
xiehuo	谐和	17510	和:he->huo del-wrong
daiyan	大研	17493	大:da->dai del-wrong
liangmowu	两万五	17471	万:wan->mo del-wrong
lianyikuai	联谊会	17464	会:hui->kuai del-wrong
moyan	没演	17448	没:mei->mo del-wrong
modeishuo	没得说	17441	没:mei->mo del-wrong
modeshuo	没得说	17441	没:mei->mo del-wrong
touzheyue	偷着乐	17435	乐:le->yue del-wrong
daimin	大民	17429	大:da->dai del-wrong
daishi	大湿	17418	大:da->dai del-wrong
pokai	剖开	17418	剖:pou->po del-wrong
daichui	大锤	17401	大:da->dai del-wrong
beishidai	北师大	17382	大:da->dai del-wrong
xuanjue	选角	17370	角:jiao->jue del-wrong
kuaisheng	会升	17366	会:hui->kuai del-wrong
daichiyidun	大吃一顿	17354	大:da->dai del-wrong
jiaoliukuai	交流会	17352	会:hui->kuai del-wrong
wudai	吴大	17325	大:da->dai del-wrong
daigeer	大个儿	17313	大:da->dai del-wrong
daitong	大桶	17261	大:da->dai del-wrong
zixin	自寻	17252	寻:xun->xin del-wrong
kuaishai	会晒	17251	会:hui->kuai del-wrong
mozui	没醉	17236	没:mei->mo del-wrong
bukuai	部会	17231	会:hui->kuai del-wrong
gutianyue	古天乐	17223	乐:le->yue del-wrong
daixiang	大箱	17218	大:da->dai del-wrong
daijuan	大卷	17205	大:da->dai del-wrong
daidang	大当	17204	大:da->dai del-wrong
dailongxia	大龙虾	17191	大:da->dai del-wrong
zuobei	左臂	17188	臂:bi->bei del-wrong
jishuai	机率	17178	率:lv->shuai del-wrong
moqu	没取	17174	没:mei->mo del-wrong
shihuo	似火	17170	似:shi->si REVERSED del-prim
kongxian	空见	17163	见:jian->xian del-wrong
jiandai	建大	17161	大:da->dai del-wrong
daien	大恩	17159	大:da->dai del-wrong
xiaoyunkuai	校运会	17153	会:hui->kuai del-wrong
yanjiukuai	研究会	17142	会:hui->kuai del-wrong
daigang	大港	17132	大:da->dai del-wrong
xinwei	寻味	17105	寻:xun->xin del-wrong
mopu	没谱	17103	没:mei->mo del-wrong
jianhuo	建和	17094	和:he->huo del-wrong
mofei	没飞	17078	没:mei->mo del-wrong
xinxin	寻寻	17077	寻:xun->xin del-wrong
xinxun	寻寻	17077	寻:xun->xin del-wrong
xunxin	寻寻	17077	寻:xun->xin del-wrong
daizhi	大直	17073	大:da->dai del-wrong
xiaokuai	校会	17070	会:hui->kuai del-wrong
daizhangwei	大张伟	17064	大:da->dai del-wrong
xingdai	兴大	17063	大:da->dai del-wrong
yanbuxian	眼不见	17050	见:jian->xian del-wrong
daixian	大显	17042	大:da->dai del-wrong
moqian	没签	17042	没:mei->mo del-wrong
liukuai	流会	17034	会:hui->kuai del-wrong
xianbuzhao	见不着	17029	见:jian->xian del-wrong
xianbuzhe	见不着	17029	见:jian->xian del-wrong
xianbuzhuo	见不着	17029	见:jian->xian del-wrong
yanzoukuai	演奏会	17028	会:hui->kuai del-wrong
mopai	没排	17006	没:mei->mo del-wrong
moming	万名	17003	万:wan->mo del-wrong
daisangmen	大嗓门	16992	大:da->dai del-wrong
gemikuai	歌迷会	16967	会:hui->kuai del-wrong
zhenghuo	政和	16963	和:he->huo del-wrong
kuaimole	快没了	16962	没:mei->mo del-wrong
kuaimoliao	快没了	16962	没:mei->mo del-wrong
mobi	没比	16948	没:mei->mo del-wrong
xinghuo	兴和	16944	和:he->huo del-wrong
lading	落定	16939	落:luo->la del-wrong
kuaizuoren	会做人	16932	会:hui->kuai del-wrong
dailuobo	大萝卜	16922	大:da->dai del-wrong
mofu	没付	16915	没:mei->mo del-wrong
yidaibu	一大步	16914	大:da->dai del-wrong
qinghuabeidai	清华北大	16913	大:da->dai del-wrong
daihang	大航	16911	大:da->dai del-wrong
zhikeyikuai	只可意会	16909	会:hui->kuai del-wrong
motiao	万条	16900	万:wan->mo del-wrong
moman	没满	16887	没:mei->mo del-wrong
yimoci	一万次	16886	万:wan->mo del-wrong
dainiao	大鸟	16883	大:da->dai del-wrong
seerwei	塞尔维	16879	塞:sai->se del-wrong
zhuanguo	传过	16877	传:chuan->zhuan del-wrong
yidaijie	一大截	16873	大:da->dai del-wrong
daiyingjia	大赢家	16866	大:da->dai del-wrong
xiankuo	闲适	16858	适:shi->kuo del-wrong
chujingshuai	出镜率	16856	率:lv->shuai del-wrong
daiqiu	大邱	16855	大:da->dai del-wrong
daipianzi	大骗子	16853	大:da->dai del-wrong
mandan	埋单	16851	埋:mai->man del-wrong
yimokuai	一万块	16848	万:wan->mo del-wrong
moyou	没油	16840	没:mei->mo del-wrong
kongdai	空大	16829	大:da->dai del-wrong
yijue	衣角	16828	角:jiao->jue del-wrong
zhongdaijiang	中大奖	16817	大:da->dai del-wrong
sena	塞纳	16811	塞:sai->se del-wrong
moran	没染	16801	没:mei->mo del-wrong
qiukuai	球会	16801	会:hui->kuai del-wrong
shiduomo	十多万	16791	万:wan->mo del-wrong
qingdai	庆大	16768	大:da->dai del-wrong
mobawo	没把握	16765	没:mei->mo del-wrong
masazhusezhou	马萨诸塞州	16754	塞:sai->se del-wrong
xiangdai	湘大	16745	大:da->dai del-wrong
jueer	角儿	16744	角:jiao->jue del-wrong
renxianrenai	人见人爱	16737	见:jian->xian del-wrong
yimobian	一万遍	16733	万:wan->mo del-wrong
daige	大革	16730	大:da->dai del-wrong
yundai	云大	16711	大:da->dai del-wrong
kuaitou	会头	16709	会:hui->kuai del-wrong
huakaihuala	花开花落	16706	落:luo->la del-wrong
dedai	德大	16705	大:da->dai del-wrong
daizhai	大宅	16703	大:da->dai del-wrong
madian	抹点	16688	抹:mo->ma del-wrong
moyu	万余	16681	万:wan->mo del-wrong
momu	万亩	16677	万:wan->mo del-wrong
renzhexianren	仁者见仁	16676	见:jian->xian del-wrong
sesi	塞斯	16665	塞:sai->se del-wrong
moshengqi	没生气	16663	没:mei->mo del-wrong
changweikuai	常委会	16657	会:hui->kuai del-wrong
guazao	聒噪	16651	聒:gua->guo REVERSED del-prim
tongman	同埋	16647	埋:mai->man del-wrong
zhengqueshuai	正确率	16630	率:lv->shuai del-wrong
zhichishuai	支持率	16627	率:lv->shuai del-wrong
zhizhexianzhi	智者见智	16616	见:jian->xian del-wrong
xiaoyue	小乐	16611	乐:le->yue del-wrong
daishe	大蛇	16604	大:da->dai del-wrong
huoyi	和义	16599	和:he->huo del-wrong
xinkaixin	寻开心	16590	寻:xun->xin del-wrong
meilianxianren	没脸见人	16578	见:jian->xian del-wrong
xinchanglu	寻常路	16573	寻:xun->xin del-wrong
huabei	花臂	16569	臂:bi->bei del-wrong
maohuolaoshu	猫和老鼠	16565	和:he->huo del-wrong
zhuanhui	传回	16559	传:chuan->zhuan del-wrong
daihe	大盒	16550	大:da->dai del-wrong
daijiang	大酱	16550	大:da->dai del-wrong
mopo	没破	16542	没:mei->mo del-wrong
xiangkuai	乡会	16538	会:hui->kuai del-wrong
geyoukuai	歌友会	16536	会:hui->kuai del-wrong
jiekuai	节会	16533	会:hui->kuai del-wrong
huoxian	和县	16503	和:he->huo del-wrong
mojianshi	没见识	16499	没:mei->mo del-wrong
moqiantu	没前途	16497	没:mei->mo del-wrong
mohua	万花	16481	万:wan->mo del-wrong
daibizi	大鼻子	16478	大:da->dai del-wrong
qitiandai	齐天大	16471	大:da->dai del-wrong
xianlemian	见了面	16448	见:jian->xian del-wrong
xianliaomian	见了面	16448	见:jian->xian del-wrong
yuesheng	乐声	16415	乐:le->yue del-wrong
mohu	万户	16398	万:wan->mo del-wrong
shangdai	商大	16397	大:da->dai del-wrong
zhukuai	注会	16392	会:hui->kuai del-wrong
danghuorenmin	党和人民	16390	和:he->huo del-wrong
zhenmoxiangdao	真没想到	16389	没:mei->mo del-wrong
momeiyuan	万美元	16387	万:wan->mo del-wrong
daizhuan	代传	16383	传:chuan->zhuan del-wrong
guanweikuai	管委会	16380	会:hui->kuai del-wrong
fanzuishuai	犯罪率	16376	率:lv->shuai del-wrong
moshu	没输	16362	没:mei->mo del-wrong
pomo	破万	16353	万:wan->mo del-wrong
daiyun	大云	16352	大:da->dai del-wrong
yimobei	一万倍	16352	万:wan->mo del-wrong
kuaibo	会播	16344	会:hui->kuai del-wrong
xinzhuan	新传	16328	传:chuan->zhuan del-wrong
liangmoduo	两万多	16313	万:wan->mo del-wrong
mozhuan	没赚	16287	没:mei->mo del-wrong
mosheng	没升	16285	没:mei->mo del-wrong
mozhang	万张	16267	万:wan->mo del-wrong
nanxin	难寻	16260	寻:xun->xin del-wrong
zhengdaiyanjing	睁大眼睛	16239	大:da->dai del-wrong
seyafeng	塞牙缝	16213	塞:sai->se del-wrong
kuaikou	会扣	16212	会:hui->kuai del-wrong
daimu	大木	16211	大:da->dai del-wrong
daidie	大碟	16206	大:da->dai del-wrong
dianhuakuai	电话会	16206	会:hui->kuai del-wrong
mocuoer	没错儿	16196	没:mei->mo del-wrong
daichuan	大船	16194	大:da->dai del-wrong
saise	塞塞	16190	塞:sai->se del-wrong
sesai	塞塞	16190	塞:sai->se del-wrong
sese	塞塞	16190	塞:sai->se del-wrong
sejinqu	塞进去	16186	塞:sai->se del-wrong
dushukuai	读书会	16175	会:hui->kuai del-wrong
meizhuan	没传	16157	传:chuan->zhuan del-wrong
mochuan	没传	16157	没:mei->mo del-wrong
mozhuan	没传	16157	没:mei->mo del-wrong
daimanguan	大满贯	16154	大:da->dai del-wrong
bidingkuai	必定会	16147	会:hui->kuai del-wrong
daishitou	大石头	16146	大:da->dai del-wrong
haikuai	海会	16145	会:hui->kuai del-wrong
dairongliang	大容量	16135	大:da->dai del-wrong
mojiu	没酒	16124	没:mei->mo del-wrong
daihuaidan	大坏蛋	16120	大:da->dai del-wrong
diedie	嗲嗲	16114	嗲:die->dia REVERSED del-prim
shuadaipai	耍大牌	16095	大:da->dai del-wrong
labai	落败	16077	落:luo->la del-wrong
yula	雨落	16053	落:luo->la del-wrong
mozhuner	没准儿	16052	没:mei->mo del-wrong
zhunqueshuai	准确率	16022	率:lv->shuai del-wrong
morenmi	万人迷	16009	万:wan->mo del-wrong
daihuzi	大胡子	16004	大:da->dai del-wrong
moban	没搬	15976	没:mei->mo del-wrong
moshangqu	没上去	15954	没:mei->mo del-wrong
daiyuan	大远	15949	大:da->dai del-wrong
moliu	万六	15931	万:wan->mo del-wrong
zhongla	中落	15931	落:luo->la del-wrong
mobaolu	万宝路	15912	万:wan->mo del-wrong
xingdaiyun	行大运	15909	大:da->dai del-wrong
moer	万二	15907	万:wan->mo del-wrong
moshuochu	没说出	15900	没:mei->mo del-wrong
daifengshou	大丰收	15875	大:da->dai del-wrong
huoshen	和珅	15874	和:he->huo del-wrong
duikuai	队会	15873	会:hui->kuai del-wrong
mochao	没吵	15853	没:mei->mo del-wrong
kekuai	可会	15852	会:hui->kuai del-wrong
gaokuai	高会	15782	会:hui->kuai del-wrong
yimoyuan	一万元	15779	万:wan->mo del-wrong
daike	大颗	15766	大:da->dai del-wrong
shuaixiang	率相	15754	率:lv->shuai del-wrong
moqiu	没求	15747	没:mei->mo del-wrong
zhuanzi	传自	15742	传:chuan->zhuan del-wrong
zhuanzhong	传中	15740	传:chuan->zhuan del-wrong
mozhiwang	没指望	15735	没:mei->mo del-wrong
nengyue	能乐	15721	乐:le->yue del-wrong
yimobu	一万步	15717	万:wan->mo del-wrong
jidai	暨大	15716	大:da->dai del-wrong
lujue	鹿角	15708	角:jiao->jue del-wrong
lingjue	菱角	15705	角:jiao->jue del-wrong
daili	大里	15702	大:da->dai del-wrong
kuaifu	会付	15702	会:hui->kuai del-wrong
mashangkuai	马上会	15698	会:hui->kuai del-wrong
zuokuai	坐会	15687	会:hui->kuai del-wrong
morenci	万人次	15685	万:wan->mo del-wrong
bianhuahendai	变化很大	15684	大:da->dai del-wrong
jimokuai	几万块	15671	万:wan->mo del-wrong
moxiang	没像	15671	没:mei->mo del-wrong
zhoudaifu	周大福	15635	大:da->dai del-wrong
mozhong	没种	15626	没:mei->mo del-wrong
dailuandou	大乱斗	15624	大:da->dai del-wrong
zhunkuai	准会	15621	会:hui->kuai del-wrong
mochao	没抄	15599	没:mei->mo del-wrong
daixiangzi	大箱子	15595	大:da->dai del-wrong
manxian	埋线	15582	埋:mai->man del-wrong
hagongdai	哈工大	15578	大:da->dai del-wrong
baiyue	百乐	15577	乐:le->yue del-wrong
mosan	万三	15576	万:wan->mo del-wrong
daiburuqian	大不如前	15560	大:da->dai del-wrong
mopingfangmi	万平方米	15533	万:wan->mo del-wrong
daicun	大村	15528	大:da->dai del-wrong
baihuodailou	百货大楼	15518	大:da->dai del-wrong
rouqingshishui	柔情似水	15516	似:shi->si REVERSED del-prim
hekuai	合会	15513	会:hui->kuai del-wrong
xianzheyoufen	见者有份	15509	见:jian->xian del-wrong
erzhuan	二传	15494	传:chuan->zhuan del-wrong
lajia	落架	15488	落:luo->la del-wrong
layan	落雁	15484	落:luo->la del-wrong
laban	落班	15475	落:luo->la del-wrong
daiman	带埋	15469	埋:mai->man del-wrong
qianyuqianxin	千与千寻	15456	寻:xun->xin del-wrong
daidao	大岛	15452	大:da->dai del-wrong
sepulusi	塞浦路斯	15442	塞:sai->se del-wrong
daibaoyanfu	大饱眼福	15435	大:da->dai del-wrong
kuaipiao	会票	15429	会:hui->kuai del-wrong
huofeng	和丰	15418	和:he->huo del-wrong
zuidaihua	最大化	15415	大:da->dai del-wrong
daidou	大斗	15410	大:da->dai del-wrong
yidailiyu	意大利语	15407	大:da->dai del-wrong
mosheng	没剩	15398	没:mei->mo del-wrong
huhudaishui	呼呼大睡	15395	大:da->dai del-wrong
daideduo	大得多	15391	大:da->dai del-wrong
daideiduo	大得多	15391	大:da->dai del-wrong
dafudaigui	大富大贵	15384	大:da->dai del-wrong
daifudagui	大富大贵	15384	大:da->dai del-wrong
daifudaigui	大富大贵	15384	大:da->dai del-wrong
fudaigui	富大贵	15384	大:da->dai del-wrong
gaoyue	高乐	15371	乐:le->yue del-wrong
longdai	龙大	15353	大:da->dai del-wrong
daiding	大定	15338	大:da->dai del-wrong
yimoba	一万八	15330	万:wan->mo del-wrong
shike	似可	15326	似:shi->si REVERSED del-prim
haojimo	好几万	15324	万:wan->mo del-wrong
zhangzhuan	长传	15322	传:chuan->zhuan del-wrong
kuola	阔落	15318	落:luo->la del-wrong
daizhi	大值	15315	大:da->dai del-wrong
yuexin	乐心	15309	乐:le->yue del-wrong
tongguoshuai	通过率	15303	率:lv->shuai del-wrong
daihua	大化	15302	大:da->dai del-wrong
shiermo	十二万	15279	万:wan->mo del-wrong
nanshidai	南师大	15276	大:da->dai del-wrong
daiming	大命	15272	大:da->dai del-wrong
daichuan	大串	15268	大:da->dai del-wrong
daiying	大营	15259	大:da->dai del-wrong
modai	万代	15250	万:wan->mo del-wrong
ladaoshichu	落到实处	15248	落:luo->la del-wrong
dainanzizhuyi	大男子主义	15236	大:da->dai del-wrong
zhuanxialai	传下来	15220	传:chuan->zhuan del-wrong
youkuaiyou	又会有	15214	会:hui->kuai del-wrong
seru	塞入	15213	塞:sai->se del-wrong
moshe	没设	15200	没:mei->mo del-wrong
xianguan	见惯	15199	见:jian->xian del-wrong
zhuanzong	传宗	15196	传:chuan->zhuan del-wrong
mobao	万宝	15195	万:wan->mo del-wrong
sebasidian	塞巴斯蒂安	15188	塞:sai->se del-wrong
daiyingdiguo	大英帝国	15187	大:da->dai del-wrong
daici	大慈	15186	大:da->dai del-wrong
moliang	万两	15178	万:wan->mo del-wrong
xianchengxiao	见成效	15165	见:jian->xian del-wrong
aoweikuai	奥委会	15139	会:hui->kuai del-wrong
lidaiwuqiong	力大无穷	15126	大:da->dai del-wrong
modu	没毒	15126	没:mei->mo del-wrong
yingxinwankuai	迎新晚会	15123	会:hui->kuai del-wrong
daichuan	大川	15117	大:da->dai del-wrong
liangmowuqian	两万五千	15115	万:wan->mo del-wrong
moquan	没权	15111	没:mei->mo del-wrong
moshao	没烧	15111	没:mei->mo del-wrong
xinsi	寻死	15108	寻:xun->xin del-wrong
dailing	大岭	15100	大:da->dai del-wrong
yuankuai	院会	15092	会:hui->kuai del-wrong
xinren	寻人	15086	寻:xun->xin del-wrong
huannanxianzhenqing	患难见真情	15083	见:jian->xian del-wrong
qunla	群落	15083	落:luo->la del-wrong
rendachangweikuai	人大常委会	15083	会:hui->kuai del-wrong
caikuaiying	才会赢	15081	会:hui->kuai del-wrong
luseer	鲁塞尔	15081	塞:sai->se del-wrong
dailuo	大罗	15066	大:da->dai del-wrong
daizhen	大震	15055	大:da->dai del-wrong
yanma	艳抹	15044	抹:mo->ma del-wrong
sanmoduo	三万多	15043	万:wan->mo del-wrong
yela	叶落	15041	落:luo->la del-wrong
motai	万台	15040	万:wan->mo del-wrong
mofayong	没法用	15037	没:mei->mo del-wrong
shuila	水落	15033	落:luo->la del-wrong
kezhenkuai	可真会	15021	会:hui->kuai del-wrong
xinxinmimi	寻寻觅觅	15004	寻:xun->xin del-wrong
xinxunmimi	寻寻觅觅	15004	寻:xun->xin del-wrong
xunxinmimi	寻寻觅觅	15004	寻:xun->xin del-wrong
yumo	余万	15004	万:wan->mo del-wrong
daiyouyuan	大又圆	15001	大:da->dai del-wrong
xindao	寻到	14997	寻:xun->xin del-wrong
mama	抹抹	14994	抹:mo->ma del-wrong
mamo	抹抹	14994	抹:mo->ma del-wrong
moma	抹抹	14994	抹:mo->ma del-wrong
liangkuai	两会	14990	会:hui->kuai del-wrong
depiaoshuai	得票率	14987	率:lv->shuai del-wrong
jimoren	几万人	14976	万:wan->mo del-wrong
mopingfanggongli	万平方公里	14970	万:wan->mo del-wrong
pianting	便停	14961	便:bian->pian del-wrong
daidupo	大肚婆	14952	大:da->dai del-wrong
motian	没填	14940	没:mei->mo del-wrong
layu	落于	14936	落:luo->la del-wrong
taolunkuai	讨论会	14920	会:hui->kuai del-wrong
pianjiang	便将	14907	便:bian->pian del-wrong
lashi	落石	14903	落:luo->la del-wrong
pidai	屁大	14903	大:da->dai del-wrong
daishanshenchu	大山深处	14890	大:da->dai del-wrong
qiqiluola	起起落落	14889	落:luo->la del-wrong
daikebubi	大可不必	14887	大:da->dai del-wrong
lihunshuai	离婚率	14856	率:lv->shuai del-wrong
yimowuqian	一万五千	14839	万:wan->mo del-wrong
wujuechang	五角场	14835	角:jiao->jue del-wrong
yijiukuai	依旧会	14826	会:hui->kuai del-wrong
daiwu	大巫	14825	大:da->dai del-wrong
lianhuankuai	联欢会	14804	会:hui->kuai del-wrong
yingse	硬塞	14803	塞:sai->se del-wrong
sibinse	斯宾塞	14785	塞:sai->se del-wrong
daiyi	大艺	14779	大:da->dai del-wrong
daidian	大店	14778	大:da->dai del-wrong
daifangyicai	大放异彩	14774	大:da->dai del-wrong
moba	万把	14756	万:wan->mo del-wrong
bayue	芭乐	14754	乐:le->yue del-wrong
mojie	没借	14747	没:mei->mo del-wrong
weila	未落	14745	落:luo->la del-wrong
moqian	没牵	14730	没:mei->mo del-wrong
baishezhuan	白蛇传	14716	传:chuan->zhuan del-wrong
daiguan	大罐	14712	大:da->dai del-wrong
toupiaoshuai	投票率	14703	率:lv->shuai del-wrong
yibubianyingmobian	以不变应万变	14702	万:wan->mo del-wrong
lianhuo	联和	14678	和:he->huo del-wrong
yidaibang	一大帮	14676	大:da->dai del-wrong
daigu	大谷	14663	大:da->dai del-wrong
laxue	落雪	14660	落:luo->la del-wrong
daixi	大溪	14658	大:da->dai del-wrong
moshu	没书	14658	没:mei->mo del-wrong
moji	没挤	14657	没:mei->mo del-wrong
shenman	深埋	14648	埋:mai->man del-wrong
moxi	没吸	14639	没:mei->mo del-wrong
baimudai	百慕大	14617	大:da->dai del-wrong
kuoling	适龄	14617	适:shi->kuo del-wrong
kuaige	会歌	14616	会:hui->kuai del-wrong
daizhongxiao	大中小	14614	大:da->dai del-wrong
ganranshuai	感染率	14611	率:lv->shuai del-wrong
juzhuan	据传	14596	传:chuan->zhuan del-wrong
chenkuai	晨会	14583	会:hui->kuai del-wrong
mofazi	没法子	14583	没:mei->mo del-wrong
daiguinv	大闺女	14564	大:da->dai del-wrong
xuanjiangkuai	宣讲会	14562	会:hui->kuai del-wrong
daiao	大澳	14553	大:da->dai del-wrong
dese	德塞	14534	塞:sai->se del-wrong
shiyeshuai	失业率	14529	率:lv->shuai del-wrong
ruxian	如见	14520	见:jian->xian del-wrong
haise	海塞	14517	塞:sai->se del-wrong
zhuanzhi	传至	14506	传:chuan->zhuan del-wrong
dajiayue	大家乐	14506	乐:le->yue del-wrong
kuaicuoyi	会错意	14506	会:hui->kuai del-wrong
huzhukuai	互助会	14503	会:hui->kuai del-wrong
daizhen	大振	14500	大:da->dai del-wrong
daigen	大根	14476	大:da->dai del-wrong
daiwei	大维	14475	大:da->dai del-wrong
jiuyeshuai	就业率	14475	率:lv->shuai del-wrong
kuangdai	矿大	14467	大:da->dai del-wrong
molu	没路	14467	没:mei->mo del-wrong
dongnanjue	东南角	14465	角:jiao->jue del-wrong
baselong	巴塞隆	14455	塞:sai->se del-wrong
dianjishuai	点击率	14455	率:lv->shuai del-wrong
semouer	塞缪尔	14451	塞:sai->se del-wrong
daiyang	大阳	14450	大:da->dai del-wrong
yidaitiao	一大跳	14444	大:da->dai del-wrong
daijie	大劫	14435	大:da->dai del-wrong
zhipian	之便	14429	便:bian->pian del-wrong
dudai	独大	14423	大:da->dai del-wrong
gaidai	改大	14405	大:da->dai del-wrong
huashijin	花似锦	14399	似:shi->si REVERSED del-prim
cunhuoshuai	存活率	14388	率:lv->shuai del-wrong
daiyingtao	大樱桃	14386	大:da->dai del-wrong
kedaikexiao	可大可小	14378	大:da->dai del-wrong
rengaomadai	人高马大	14374	大:da->dai del-wrong
malei	抹泪	14363	抹:mo->ma del-wrong
daihu	大虎	14360	大:da->dai del-wrong
daihuang	大荒	14353	大:da->dai del-wrong
yayunkuai	亚运会	14353	会:hui->kuai del-wrong
mie	密哦	14345	哦:o->e del-wrong
zhuanwei	传为	14342	传:chuan->zhuan del-wrong
shiyimo	十一万	14336	万:wan->mo del-wrong
quemoneng	却没能	14331	没:mei->mo del-wrong
mogongfu	没工夫	14311	没:mei->mo del-wrong
laseer	拉塞尔	14289	塞:sai->se del-wrong
monian	没念	14282	没:mei->mo del-wrong
