# code	word	v1_freq	reason
biaobingshice	彪炳史册	7585	成语
jipinjiruo	积贫积弱	7582	成语
hanlaishuwang	寒来暑往	7576	成语
chujiangruxiang	出将入相	7575	成语
bianhuanwuqiong	变幻无穷	7564	成语
zhuluzhongyuan	逐鹿中原	7556	成语
ancangshaji	暗藏杀机	7552	成语
bubianshifei	不辨是非	7552	成语
buganbuga	不尴不尬	7552	成语
caibulubai	财不露白	7552	固定四字俗语
huanfeiyanshou	环肥燕瘦	7552	成语
kanglongyouhui	亢龙有悔	7552	典故成语(易经),全拼正确
qinggairugu	倾盖如故	7552	典故成语(史记),全拼正确
qiqiaolinglong	七窍玲珑	7552	标准成语,全拼正确
shenqishizu	神气十足	7552	标准成语,全拼正确
shibuwoyu	时不我与	7552	典故成语(论语),全拼正确
suotousuonao	缩头缩脑	7552	标准成语,全拼正确
yinleishouruo	印累绶若	7552	典故成语(汉书)
anranwushi	安然无事	7486	固定成语
jirentianxiang	吉人天相	7486	固定成语
kezaozhicai	可造之才	7482	固定成语(可造之才)
laozhijiangzhi	老之将至	7482	典故成语(论语)
zhiyuzhishan	止于至善	7482	典故成语(大学)
daoluyimu	道路以目	7477	典故成语(国语)
guaililuanshen	怪力乱神	7477	典故成语(论语)
xixiluoluo	稀稀落落	7477	固定叠词熟语
yishiyijia	宜室宜家	7477	典故成语(诗经)
jiuquanzhixia	九泉之下	7475	固定成语
suyezaigong	夙夜在公	7474	典故成语(诗经)
manmantengteng	慢慢腾腾	7426	固定叠词熟语
zhanjinshajue	斩尽杀绝	7422	固定成语
yibanwuer	一般无二	7411	固定成语
yingyingchuochuo	影影绰绰	7411	固定叠词成语
qianrenyimian	千人一面	7393	固定成语
qianqiuwansui	千秋万岁	7387	固定成语
wuwoliangwang	物我两忘	7386	固定成语
gujunshenru	孤军深入	7384	固定成语
neiwaijiagong	内外夹攻	7379	固定成语
chenghuanxixia	承欢膝下	7351	典故成语
linenggangding	力能扛鼎	7351	典故成语
luorenkoushi	落人口实	7351	固定四字熟语
gaorenyichou	高人一筹	7320	标准成语
xianchenburan	纤尘不染	7320	标准成语
xinhuaipoce	心怀叵测	7320	成语(居心叵测变体)
yishenxunzhi	以身殉职	7319	标准成语
zhouyejiancheng	昼夜兼程	7314	成语(日夜兼程变体)
yizhengciyan	义正词严	7312	成语(义正辞严变体)
dumunanzhi	独木难支	7288	标准成语
gonggongzhengzheng	工工整整	7288	AABB约定俗成
qucuqujing	去粗取精	7283	标准成语
dacaodaban	大操大办	7276	固定四字熟语
pibozhanlang	劈波斩浪	7276	标准成语
neiwaiyoubie	内外有别	7264	固定四字熟语
gongshoutongmeng	攻守同盟	7259	标准成语
qinshibuan	寝食不安	7253	标准成语,全拼正确
yinyiweichi	引以为耻	7253	固定四字成语(对应引以为荣/引以为戒),全拼正确
chengmingchengjia	成名成家	7251	标准成语,全拼正确
congrongziruo	从容自若	7251	标准成语,全拼正确
fushoushuangquan	福寿双全	7251	标准成语,全拼正确
fuzhixinling	福至心灵	7251	标准成语,全拼正确
jixinggaozhao	吉星高照	7251	标准成语,全拼正确
fangeyiji	反戈一击	7250	标准成语,全拼正确
feichizhongwu	非池中物	7250	典故成语,全拼正确
muguangjiongjiong	目光炯炯	7250	标准成语,全拼正确
zhenlongtianzi	真龙天子	7250	整体不可拆的固定四字熟语,全拼正确
gengshangcenglou	更上层楼	7247	标准成语,全拼正确
huoguangchongtian	火光冲天	7240	标准成语,全拼正确
shengjibofa	生机勃发	7240	固定四字熟语,整体不可拆,全拼正确
sixiangshoushou	私相授受	7240	标准成语,全拼正确
youcijibi	由此及彼	7240	标准成语,全拼正确
bikongruxi	碧空如洗	7233	标准成语,全拼正确
biyilianzhi	比翼连枝	7233	标准成语,全拼正确
danboningjing	淡泊宁静	7233	固定四字成语,全拼正确
furenzhijian	妇人之见	7233	标准成语,全拼正确
hongtudazhi	宏图大志	7233	标准成语,全拼正确
huishenghuiying	绘声绘影	7233	标准成语,全拼正确
jiaodimoyou	脚底抹油	7233	整体不可拆的固定四字熟语,全拼正确
jiaoutiancheng	佳偶天成	7233	标准成语,全拼正确
meimuqingxiu	眉目清秀	7233	标准成语,全拼正确
miaoshououde	妙手偶得	7233	标准成语,全拼正确
weirujiaola	味如嚼蜡	7233	标准成语,全拼正确
xiaozixiansun	孝子贤孙	7233	标准成语,全拼正确
xuejiannaodai	削尖脑袋	7233	整体不可拆的固定四字熟语,全拼正确
yishiliangming	一尸两命	7233	固定四字熟语,整体不可拆
jiejiyongren	戒急用忍	7198	固定四字熟语(戒急躁用忍耐)
dayinxisheng	大音希声	7187	老子典故四字成语
heqinghaiyan	河清海晏	7167	典故成语(海内清平)
zhongxinggongyue	众星拱月	7167	标准成语(众星环绕月亮)
bufaqiren	不乏其人	7161	标准成语(这样的人不少)
hezhonggongji	和衷共济	7161	标准成语(同心协力)
yanhuangzisun	炎黄子孙	7161	固定四字熟语(中华民族后代)
baixingergui	败兴而归	7130	标准成语(扫兴而返)
shensimingbian	慎思明辨	7130	中庸典故成语(慎重思考明确辨别)
choutaibilu	丑态毕露	7107	标准成语(丑恶表现完全暴露)
daxiangwuxing	大象无形	7107	老子典故四字成语
gouhunshepo	勾魂摄魄	7107	标准成语(摄人心魄)
paodingjieniu	庖丁解牛	7107	庄子典故成语
yikuweile	以苦为乐	7107	标准成语(以吃苦为乐)
binggongbanshi	秉公办事	7099	标准成语(公正办事)
jiuwuzhizun	九五之尊	7099	固定四字典故熟语(帝位)
nanfenbozhong	难分伯仲	7099	标准成语(不相上下)
nangzhongzhiwu	囊中之物	7099	标准成语(轻易可得之物)
nengzhengshanzhan	能征善战	7097	标准成语(善于作战)
xingjikeyi	形迹可疑	7097	标准成语(举动可疑)
zhenqinyishou	珍禽异兽	7090	标准成语(珍奇的鸟兽)
yongchuiqingshi	永垂青史	7088	标准成语(永载史册)
qierlaoxiao	妻儿老小	7083	固定并列熟语(全家老小)
shenjiabaibei	身价百倍	7062	标准成语(身价大增)
tashanzhishi	它山之石	7062	诗经典故成语(他山之石)
jinxiuheshan	锦绣河山	7048	标准四字成语,全拼正确
quechishaochuan	缺吃少穿	7048	标准四字成语,全拼正确
maolinxiuzhu	茂林修竹	7047	典故成语(兰亭集序),全拼正确
yanzhewuzui	言者无罪	7012	成语(言者无罪闻者足戒),码对
fanrongfuqiang	繁荣富强	6992	固定四字熟语,码对
jiannanquzhe	艰难曲折	6991	成语,码对
airenyide	爱人以德	6989	成语(礼记),码对
anxiangwannian	安享晚年	6989	固定四字熟语,码对
ayufengying	阿谀逢迎	6989	成语,码对
baimafeima	白马非马	6989	典故成语(公孙龙),码对
congzhongyuli	从中渔利	6989	成语,码对
qidongyeyu	齐东野语	6989	成语(孟子),码对
qingzhilvye	青枝绿叶	6989	固定四字熟语,码对
qinjinzhihao	秦晋之好	6989	典故成语,码对
quyifengcheng	曲意奉承	6989	成语(曲意逢迎/奉承),码对
shanshuixianglian	山水相连	6989	固定四字熟语,码对
shidaozunyan	师道尊严	6989	成语,码对
wenwenruya	温文儒雅	6989	成语,码对
wushanyunyu	巫山云雨	6989	典故成语,码对
yuyuelongmen	鱼跃龙门	6977	成语,码对
shengburusi	生不如死	6971	成语,码对
gankuyugong	甘苦与共	6959	成语,码对
bimenxieke	闭门谢客	6942	成语,码对
tuotuodangdang	妥妥当当	6942	固定AABB叠词,码对
xinchaoqifu	心潮起伏	6942	成语,码对
zuowobuan	坐卧不安	6942	成语,码对
baizhebuhui	百折不回	6933	成语(百折不挠变体),码对
dadihuichun	大地回春	6927	成语,码对
daoyiyoudao	盗亦有道	6927	典故成语(庄子·胠箧),code 正确全拼
duhuozhongshao	妒火中烧	6927	成语(妒火中烧),code 正确
kuzhibaiye	枯枝败叶	6927	标准成语,code 正确
laoshidongzhong	劳师动众	6927	标准成语,code 正确
muqichenchen	暮气沉沉	6927	标准成语,code 正确
qinshouemei	螓首蛾眉	6927	典故成语(诗经·卫风),code 正确
sannianwuzai	三年五载	6927	标准成语,code 正确
shaoxunyichou	稍逊一筹	6927	固定成语(略逊一筹变体),code 正确
wubuyushi	无补于事	6927	标准成语(于事无补同义),code 正确
yongmengjingjin	勇猛精进	6927	成语(佛典语),code 正确
youkounanbian	有口难辩	6927	成语(有口难辩),code 正确
dongtianfudi	洞天福地	6920	标准成语,code 正确
xiongzhongdiji	兄终弟及	6920	典故成语(史记),code 正确
guanghuicanlan	光辉灿烂	6919	标准成语,code 正确
zhuanhengbahu	专横跋扈	6919	标准成语(横 heng),code 正确
kouzhixinkuai	口直心快	6907	成语(心直口快异形),code 正确
sanshanwuyue	三山五岳	6907	标准成语,code 正确
aoxuelingshuang	傲雪凌霜	6868	标准成语,code 正确
canfengyinlu	餐风饮露	6868	标准成语,code 正确
chilipawai	吃里爬外	6868	标准成语,code 正确
chuangjianguoma	窗间过马	6868	典故成语(喻光阴易逝),code 正确
dunzuchuixiong	顿足捶胸	6868	标准成语,code 正确
fanlianwuqing	翻脸无情	6868	标准成语,code 正确
fudizuoxiao	伏低做小	6868	成语(元曲习语),code 正确
guojiangbuguo	国将不国	6868	标准成语,code 正确
haidilaoyue	海底捞月	6868	标准成语,code 正确
jingcaijueyan	惊才绝艳	6868	成语(惊才绝艳),code 正确
jishanchengde	积善成德	6868	典故成语(荀子·劝学),code 正确
kaidangyikang	慨当以慷	6868	典故成语(曹操短歌行),code 正确
laoermijian	老而弥坚	6868	标准成语,code 正确
laolaoshaoshao	老老少少	6868	整体不可拆的 AABB 固定熟语,code 正确
liuyuefeishuang	六月飞霜	6868	典故成语(冤狱感天)
mangranruoshi	茫然若失	6868	标准成语
mingwanbuhua	冥顽不化	6868	成语(冥顽不灵变体)
qingshenyiqie	情深意切	6868	成语(情真意切变体)
qiruoyousi	气若游丝	6868	标准成语
sanxinliangyi	三心两意	6868	成语(三心二意变体)
shengjibishuai	盛极必衰	6868	标准成语
shenjiaorougui	身娇肉贵	6868	熟语成语
shouzhiwukui	受之无愧	6868	标准成语
tianyadijiao	天涯地角	6868	成语(天涯海角变体)
tingfengshiyu	听风是雨	6868	熟语成语
tongshengtongqi	同声同气	6868	成语(出易经)
wujiliushou	五脊六兽	6868	熟语成语
yiduweikuai	一睹为快	6868	标准成语
yiranzile	怡然自乐	6868	成语(出桃花源记)
yiwusuocheng	一无所成	6868	标准成语
yizhaobanshi	一招半式	6868	熟语成语
zhiqinzhiai	至亲至爱	6868	固定熟语成语
zhongguzhuanyu	钟鼓馔玉	6868	典故成语(出将进酒)
zhulianjiuzu	株连九族	6868	固定熟语成语
nengyanshandao	能言善道	6824	成语(能说会道系)
xingrongkugao	形容枯槁	6824	成语(出屈原)
sixinzanian	私心杂念	6820	标准成语
yiduanxieshuo	异端邪说	6820	标准成语
yipianlangji	一片狼藉	6818	标准成语
shoudaobingchu	手到病除	6803	成语(药到病除系)
baihuazhengyan	百花争艳	6801	标准成语
wuyonghuiyan	毋庸讳言	6801	标准成语
yingsiwubi	营私舞弊	6801	标准成语
tiebanyikuai	铁板一块	6799	标准成语
yizhuanduoneng	一专多能	6799	固定熟语成语
fuhuaduoluo	腐化堕落	6796	标准成语
gankaiwanduan	感慨万端	6796	成语(感慨万千系)
huodadadu	豁达大度	6795	标准成语
qiangouwanhe	千沟万壑	6795	标准成语
yaoyaoxiangdui	遥遥相对	6782	成语(遥遥相望系)
feishengzhongwai	蜚声中外	6778	固定成语
renwenhuicui	人文荟萃	6764	成语(人才荟萃系)
tantanguanguan	坛坛罐罐	6749	固定叠字熟语
deweicengyou	得未曾有	6722	典故成语(前所未有系)
liguangnanfeng	李广难封	6722	典故成语(出滕王阁序)
beimensuoyao	北门锁钥	6691	典故成语
dudeliangli	度德量力	6691	成语
tanxiaoziru	谈笑自如	6691	成语
yingzibofa	英姿勃发	6691	成语
yishouyannian	益寿延年	6691	成语
haojingbuchang	好景不常	6690	成语
ganzuoganwei	敢做敢为	6675	成语(敢作敢为异形)
qingnangxiangzhu	倾囊相助	6675	成语
yidierchu	易地而处	6675	成语
chuishoukede	垂手可得	6655	成语(唾手可得异形)
cuowubaichu	错误百出	6655	成语
hunshenshidan	浑身是胆	6655	成语
kangkaibeige	慷慨悲歌	6655	成语
senluowanxiang	森罗万象	6655	成语
shengerzhizhi	生而知之	6655	成语
wutouwuwei	无头无尾	6655	成语
tongkushisheng	痛哭失声	6647	成语
jianchuanlipao	坚船利炮	6633	成语
shishijiukong	十室九空	6633	成语
tiangaoqishuang	天高气爽	6633	成语(秋高气爽变体)
tianxiawushuang	天下无双	6633	成语
zhengchuduomen	政出多门	6633	成语
shouhuichengming	收回成命	6616	成语
gangzhibue	刚直不阿	6607	成语
luoyangzhigui	洛阳纸贵	6607	成语
shentaiziruo	神态自若	6607	成语
bishijixu	避实击虚	6602	成语
luanzuoyituan	乱作一团	6602	成语
weicaishiju	唯才是举	6602	成语
chutouloumian	出头露面	6569	成语(抛头露面异形)
canghaihengliu	沧海横流	6556	成语
shiwudaxiao	事无大小	6551	成语(出师表)
xiaoshengniji	消声匿迹	6551	成语(销声匿迹异形)
fenhuawajie	分化瓦解	6534	成语
chuanjingsongbao	传经送宝	6528	熟语成语
guanmenbihu	关门闭户	6528	成语
lizhuizhidi	立锥之地	6528	成语
nanfengaoxia	难分高下	6528	熟语
rumangzaibei	如芒在背	6528	成语
shaoshengyichou	稍胜一筹	6528	成语(略胜一筹变体)
tongqixiangqiu	同气相求	6528	成语
yishiweijing	以史为镜	6528	成语(以史为鉴)
guaishilinxun	怪石嶙峋	6516	成语
qianqiuwanshi	千秋万世	6516	成语(千秋万代)
wanqiangbuqu	顽强不屈	6516	成语
zhongzhenbuqu	忠贞不屈	6516	成语
baoxuezhishi	饱学之士	6514	成语
fengyunjihui	风云际会	6514	成语
hezeeryu	涸泽而渔	6514	成语(竭泽而渔)
xiangonghousi	先公后私	6514	成语
bianhuawuqiong	变化无穷	6473	标准成语
jiqizhizhui	急起直追	6473	标准成语
mingxinjianxing	明心见性	6473	佛家成语
jieruchou	疾恶如仇	6464	标准成语,拼音ji-e-ru-chou正确
bushengbumie	不生不灭	6463	佛家成语
chizhongzhiwu	池中之物	6463	标准成语
chourongmanmian	愁容满面	6463	成语
cuntuburang	寸土不让	6463	标准成语
cuzhongyouxi	粗中有细	6463	标准成语
hengdaolima	横刀立马	6463	标准成语
shidanligu	势单力孤	6463	标准成语
tashanzhishi	他山之石	6463	标准成语
yiwusuode	一无所得	6463	标准成语
burenzudu	不忍卒读	6442	标准成语
chengxingerlai	乘兴而来	6442	标准成语
ditouhayao	低头哈腰	6442	标准成语
kanzhuchengbi	看朱成碧	6442	标准成语(李白诗典故)
niudaoxiaoshi	牛刀小试	6442	标准成语(小试牛刀同形)
shihuanzeyuan	事缓则圆	6442	标准成语
wushangqilei	物伤其类	6442	标准成语
xiaoshiliaoliao	小时了了	6442	标准成语(世说新语典故)
yingxiongmolu	英雄末路	6442	标准成语
yipouhuangtu	一抔黄土	6442	典故成语(指坟墓)
yizhuangyixie	亦庄亦谐	6442	标准成语
yuquyuqiu	予取予求	6442	标准成语
zezechenqi	啧啧称奇	6442	固定四字熟语
zhayayanglong	诈哑佯聋	6442	标准成语
zhishushili	知书识礼	6442	成语(知书达礼变体)
zitanfuru	自叹弗如	6442	标准成语
zuozeixinxu	作贼心虚	6442	标准成语
yichuidingyin	一槌定音	6412	成语(一锤定音变体)
zhidacaishu	志大才疏	6412	标准成语
wangyangzisi	汪洋恣肆	6394	标准成语
fenyongdangxian	奋勇当先	6380	标准成语
jingkongbuan	惊恐不安	6380	标准成语
kouchuanxinshou	口传心授	6380	标准成语
qishinanfu	其实难副	6380	成语(盛名之下其实难副)
jinhuaitandang	襟怀坦荡	6369	标准成语
qingjingjiaorong	情景交融	6359	标准成语,全拼正确
fushouwujiang	福寿无疆	6343	固定四字成语,有出处,全拼正确
gaishiwushuang	盖世无双	6343	标准成语,全拼正确
gushengxianxian	古圣先贤	6343	固定四字熟语/成语,全拼正确
jinfengyulu	金风玉露	6343	典故成语(秦观),全拼正确
lairiwuduo	来日无多	6343	固定四字成语,全拼正确
rongmayisheng	戎马一生	6343	标准成语,全拼正确
wencaifengliu	文采风流	6343	典故成语(杜甫),全拼正确
yangliuyiyi	杨柳依依	6343	诗经出典固定四字熟语,全拼正确
yuemingfengqing	月明风清	6343	标准成语,全拼正确
yushuishenqing	鱼水深情	6343	标准成语,全拼正确
zhengweizhiyin	郑卫之音	6343	典故成语,全拼正确
leileiluoluo	磊磊落落	6312	固定四字叠音成语,全拼正确
xiaoerbuda	笑而不答	6312	典故成语(李白),全拼正确
xuefaweiseng	削发为僧	6312	固定四字成语,全拼正确
yiqiuyihe	一丘一壑	6312	典故成语,全拼正确
xungenjiudi	寻根究底	6306	标准成语,全拼正确
tongshengxiangying	同声相应	6295	易经典故成语,全拼正确
chuyigongxin	出以公心	6267	固定四字成语,全拼正确
youdanyoushi	有胆有识	6267	标准成语
youjinbuzhi	有禁不止	6267	成语读音正确
youlingbuxing	有令不行	6267	成语读音正确
zhihuiruoding	指挥若定	6267	标准成语
changgedangku	长歌当哭	6265	标准成语
qianyindichang	浅吟低唱	6265	固定四字熟语
neishengwaiwang	内圣外王	6242	典故成语
shanzuozhuzhang	擅作主张	6235	约定俗成成语
zouweishangji	走为上计	6235	典故成语(三十六计),整体固定
xianrenhouji	先人后己	6215	典故成语(《礼记》),整体固定
shenzhaidayuan	深宅大院	6204	固定四字成语,整体不可拆
buxiaozisun	不肖子孙	6191	固定成语,整体不可拆
shizhibuyi	矢志不移	6191	固定成语
chudibuyi	出敌不意	6186	成语(出其不意变体,词典收录)
fangongzixing	反躬自省	6186	典故成语
rijiutianchang	日久天长	6186	固定成语
shenrugusui	深入骨髓	6186	典故成语(《史记》)
yunzhengxiawei	云蒸霞蔚	6186	典故成语
gujichongshi	故技重施	6117	固定成语
jingshijimin	经世济民	6117	典故成语
paichuyiji	排除异己	6117	固定成语
wushiwuzhong	无始无终	6117	固定成语
wuyongzhiyi	无庸置疑	6117	固定成语(毋庸置疑异形)
xiongziyingfa	雄姿英发	6117	典故成语(苏轼词)
zaoyaohuozhong	造谣惑众	6117	固定成语
ruzhuzhongyuan	入主中原	6105	典故成语,整体固定
gongchenglvedi	攻城掠地	6100	成语(攻城略地变体)
shanheposui	山河破碎	6032	成语
xianyihounan	先易后难	6032	成语
xianheyishi	显赫一时	5944	成语
guyiyouzhi	古已有之	5940	固定四字熟语
anjianshangren	暗箭伤人	5930	成语
baishanheishui	白山黑水	5930	成语
baitouruxin	白头如新	5930	成语
banshengbanshu	半生半熟	5930	固定四字熟语
beiguanyanshi	悲观厌世	5930	成语
changnianleiyue	常年累月	5930	成语(长年累月变体)
dengmixiaguo	等米下锅	5930	成语
diantouchengshi	点头称是	5930	成语
diaozuanguguai	刁钻古怪	5930	成语
diusanlasi	丢三拉四	5930	成语(丢三落四变体)
fazongzhishi	发踪指使	5930	成语
fuyidabai	浮一大白	5930	成语
gutunanli	故土难离	5930	成语
hantouhannao	憨头憨脑	5930	固定四字熟语
hefatongyan	鹤发童颜	5930	成语
huangenhaodang	皇恩浩荡	5930	成语
huanghuangmangmang	慌慌忙忙	5930	固定四字熟语
huocongtianjiang	祸从天降	5930	成语
jiandanqinxin	剑胆琴心	5930	成语
jiaqiangdaibang	夹枪带棒	5930	成语
jiefafuqi	结发夫妻	5930	固定四字熟语
jiuguosanxun	酒过三巡	5930	成语
linglingluoluo	零零落落	5930	固定四字熟语
mitugaoyang	迷途羔羊	5930	固定四字熟语,整体不可拆
muwuwangfa	目无王法	5930	标准四字成语
nanyiyanzhuang	难以言状	5930	标准四字成语
naqiangnadiao	拿腔拿调	5930	固定四字熟语,成语词典收录
neiguzhiyou	内顾之忧	5930	标准四字成语
panlongfufeng	攀龙附凤	5930	标准典故成语
paogenjiudi	刨根究底	5930	标准四字成语
pojingnanyuan	破镜难圆	5930	固定四字成语(破镜重圆系)
pomenerchu	破门而出	5930	标准四字成语
qingfenglangyue	清风朗月	5930	标准四字成语
qingyanyoujia	青眼有加	5930	标准典故成语
qiyubufan	器宇不凡	5930	标准四字成语
shanhuhaixiao	山呼海啸	5930	标准四字成语
shenwutongji	深恶痛疾	5930	标准四字成语,code 读音正确
shiguainongqiao	使乖弄巧	5930	标准四字成语
shinianhanchuang	十年寒窗	5930	标准典故成语
shouzuqingshen	手足情深	5930	固定四字熟语,成语词典收录
tianxiaguixin	天下归心	5930	标准典故成语
wuyunjiekong	五蕴皆空	5930	佛教典故成语(心经),code 正确
xiangzhihenwan	相知恨晚	5930	标准成语,code 正确
yangmianchaotian	仰面朝天	5930	标准成语,code 正确
yinrongwanzai	音容宛在	5930	标准成语,code 正确
yiyuanbaode	以怨报德	5930	标准成语,code 正确
yuanqianyimian	缘悭一面	5930	标准成语,code 正确
yushanguanjin	羽扇纶巾	5930	典故成语,code 纶=guan 正确
zhanwubuke	战无不克	5930	标准成语,code 正确
anneirangwai	安内攘外	5923	典故成语,code 正确
bengubangning	本固邦宁	5923	尚书典故成语,code 正确
jibujidai	急不及待	5923	标准成语,code 正确
anruotaishan	安若泰山	5922	标准成语(如泰山异形),code 正确
anrutaishan	安如泰山	5922	标准成语,code 正确
baiduojuju	百堕俱举	5922	典故成语,code 正确
bairiqingtian	白日青天	5922	标准成语,code 正确
bairishengtian	白日升天	5922	标准成语,code 正确
baishouzhixin	白首之心	5922	滕王阁序典故成语,code 正确
baiyiqingxiang	白衣卿相	5922	典故成语,code 正确
baotaichiying	保泰持盈	5922	典故成语,code 正确
bonongshifei	拨弄是非	5922	标准成语,code 正确
bubudenggao	步步登高	5922	标准成语,code 正确
buqihouchen	步其后尘	5922	标准成语,code 正确
cengbucanran	曾不惨然	5922	典故成语,code 正确
chengshataili	澄沙汰砾	5922	典故成语,code 正确
choujinbopi	抽筋剥皮	5922	标准成语,code 正确
chuguailuchou	出乖露丑	5922	标准成语,code 正确
congshanrudeng	从善如登	5922	典故成语,code 正确
diaozhangzuoju	雕章琢句	5922	标准成语,code 正确
dongnanzhimei	东南之美	5922	典故成语,code 正确
dongxinanshuo	东西南朔	5922	典故成语,code 正确
fangyuankeshi	方员可施	5922	典故成语,code 正确
fengtangyilao	冯唐易老	5922	滕王阁序典故成语,code 正确
fengziyeli	丰姿冶丽	5922	典故成语,code 正确
fufenhelang	傅粉何郎	5922	典故成语,code 正确
fuhuishuangxiu	福慧双修	5922	佛教典故成语,code 正确
fulushuangquan	福禄双全	5922	标准四字成语,code 全拼正确
fushoukangning	福寿康宁	5922	词典收录成语,code 正确
fuyuchunqiu	富于春秋	5922	典故成语(指年少),code 正确
fuzhiliushui	付之流水	5922	标准成语,code 正确
gaishizhicai	盖世之才	5922	词典收录成语,code 正确
gaofengjinjie	高风劲节	5922	词典收录成语,code 正确
gaoguanhoujue	高官厚爵	5922	词典收录成语,code 正确
gaoshizhicai	高世之才	5922	词典收录成语,code 正确
genggengzhongxin	耿耿忠心	5922	词典收录成语,code 正确
gongzaiqianqiu	功在千秋	5922	固定四字成语,code 正确
gongzhenglianming	公正廉明	5922	词典收录成语,code 正确
guangjieshanyuan	广结善缘	5922	标准成语,code 正确
guhouzhanqian	顾后瞻前	5922	词典收录成语,code 正确
guizipiaoxiang	桂子飘香	5922	词典收录成语,code 正确
gujingcanxing	顾景惭形	5922	词典收录成语,code 正确
guofuminan	国富民安	5922	词典收录成语,code 正确
guoruqiyan	果如其言	5922	词典收录成语,code 正确
guoshiwushuang	国士无双	5922	典故成语,code 正确
gupanshenghui	顾盼生辉	5922	词典收录成语,code 正确
gupanzihao	顾盼自豪	5922	词典收录成语(顾盼自雄类),code 正确
heheyanyan	赫赫炎炎	5922	词典收录成语,code 正确
hehezhangong	赫赫战功	5922	词典收录成语,code 正确
hongyikuanhou	弘毅宽厚	5922	词典收录成语,code 正确
huafengsanzhu	华封三祝	5922	典故成语,code 正确
huaizhuyunyu	怀珠韫玉	5922	词典收录成语,code 正确
huangquecichan	黄雀伺蝉	5922	典故成语,伺读 si,code 正确
huaxinnianhua	花信年华	5922	标准成语,code 正确
hundingchensheng	昏定晨省	5922	标准成语,省读 xing,code 正确
hunmibusheng	昏迷不省	5922	词典收录成语,省读 xing,code 正确
jianzaidixin	简在帝心	5922	典故成语,code 正确
jiaodechaoqin	较德焯勤	5922	词典收录成语,code 正确
jichanmigu	积谗糜骨	5922	词典收录成语,code 正确
jiejiaxiubing	解甲休兵	5922	词典收录成语,code 正确
jiequaoya	诘屈聱牙	5922	标准成语,code 正确
jifengjincao	疾风劲草	5922	标准成语,劲读 jing,code 正确
jijingdiaonian	急景凋年	5922	词典收录成语,code 正确
jinchengqianli	金城千里	5922	典故成语,code 正确
jinchibohai	金翅擘海	5922	词典收录成语,擘读 bo,code 正确
jingguanqibian	静观其变	5922	标准成语,code 正确
jinglaociyou	敬老慈幼	5922	词典收录成语,code 正确
jingrushangbin	敬如上宾	5922	词典收录成语,code 正确
jingtianaimin	敬天爱民	5922	词典收录成语,code 正确
jinkuishishi	金匮石室	5922	典故成语,code 正确
jinqizaiwo	尽其在我	5922	词典收录成语,code 正确
jinshixifei	今是昔非	5922	词典收录成语,code 正确
jinyangzhijia	晋阳之甲	5922	典故成语,code 正确
jirikeqi	计日可期	5922	词典收录成语,code 正确
juguanshoufa	居官守法	5922	词典收录成语,code 正确
juwuqiuan	居无求安	5922	典故成语,code 正确
kaijiangtajing	开疆拓境	5922	词典收录成语,code 正确
kaijiangtayu	开疆拓宇	5922	词典收录成语,code 正确
kongrongrangli	孔融让梨	5922	典故熟语,整体不可拆,code 正确
lantianshengyu	蓝田生玉	5922	典故成语,code 正确
lanzhihuixin	兰质蕙心	5922	标准成语,code 正确
lianmianqifu	连绵起伏	5922	标准成语,code 正确
lianzhuhebi	连珠合璧	5922	词典收录成语,code 正确
libenjiaomo	离本徼末	5922	词典收录成语,徼读 jiao,code 正确
lijingtuzhi	厉精图治	5922	词典收录成语(励精图治异形),code 正确
lingyunzhizhi	凌云之志	5922	标准成语,code 正确
linyaleima	临崖勒马	5922	词典收录成语,code 正确
liulvtaohong	柳绿桃红	5922	标准成语,code 正确
liyonghousheng	利用厚生	5922	典故成语,code 正确
longhuahubian	龙化虎变	5922	词典收录成语,code 正确
longxianghuxiao	龙骧虎啸	5922	词典收录成语,code 正确
longxianghuyue	龙翔虎跃	5922	词典收录成语,code 正确
longzilongsun	龙子龙孙	5922	固定四字熟语(帝王子孙),整体不可拆,code 正确
lunlieshifei	论列是非	5922	标准四字成语(评论是非),code 正确
lunyinfuyu	纶音佛语	5922	典故成语,纶音读 lún yīn,code 正确
mafangnanshan	马放南山	5922	典故成语(天下太平),code 正确
mantianxingdou	满天星斗	5922	标准四字成语,code 正确
maoshiqingfei	貌是情非	5922	标准四字成语,code 正确
meikaierdu	梅开二度	5922	固定四字熟语(源自二度梅),整体不可拆,code 正确
meilanzhuju	梅兰竹菊	5922	固定四字并列熟语(四君子),同 花草树木 类,code 正确
mingdeweixin	明德惟馨	5922	尚书典故成语,code 正确
mubenshuiyuan	木本水源	5922	典故成语,code 正确
mucizixiao	母慈子孝	5922	标准四字成语,code 正确
niumaoxiyu	牛毛细雨	5922	标准四字成语(比喻义),code 正确
oufengmeiyu	欧风美雨	5922	标准四字成语,code 正确
paobiekuaili	炰鳖脍鲤	5922	诗经典故成语,code 正确
pilichunqiu	皮里春秋	5922	典故成语,code 正确
pingpingyongyong	平平庸庸	5922	AABB 固定叠词(同 老老实实 类),code 正确
pingyijinmin	平易近民	5922	史记典故成语,code 正确
pupushishi	朴朴实实	5922	AABB 固定叠词(同 老老实实 类),code 正确
qiaogubosui	敲骨剥髓	5922	标准四字成语,code 正确
qiaosongzhishou	乔松之寿	5922	典故成语(王乔赤松),code 正确
