# Corpus garbage interception filter — `(code, word)` pairs that
# must NOT enter `weights.tsv` when regenerating from upstream
# corpora.
#
# Purpose (long-term design call 2026-06-03 per user directive
# "我不认为我们的源码中还应该存在有别人来源命名的 corpus，导入过程
# 应该是落在'吸收'，在那时候就要做好去重、解决冲突以及拦截垃圾"):
# upstream corpora (jieba phrase tables, SUBTLEX, mozc, etc.) ship
# with noise that polish-log has flagged as wrong. Instead of
# letting that noise re-enter `weights.tsv` every time
# `pinyin-build-weights` regenerates from corpora, this file holds
# the running list of "we already judged this garbage, do not
# re-admit". The absorption pipeline (not yet wired) will consult
# this filter before writing a row.
#
# This file does NOT participate in the polish-rebuild chain — it
# is consumed only at full corpus regen time. Today, when a polish
# action does a D1 delete (remove the row from weights.tsv
# directly), we ALSO append a row here. The dual-record keeps the
# delete idempotent across future regens.
#
# Format:
#   <code>\t<word>\t<reason_date>[\t# longer note]
#
# Status: PLACEHOLDER 2026-06-03. The pinyin-build-weights wiring
# to consult this file is corpus-治理 phase work, scheduled for
# the next regen cycle. For now this is an audit log of D1
# decisions; populating it preserves the intent.

# 2026-06-03 user: "次贫 可意 不存在" — both jieba sub-word noise
# (literal char concat, not real Chinese words). Deleted from
# weights.tsv at commit `2a65806`.
ugcf	𨴗	2026-06-06
ugd	閂	2026-06-06
ugd	閏	2026-06-06
ugkl	𨵩	2026-06-06
ugkm	癩	2026-06-06
ugli	闌	2026-06-06
uhdi	闃	2026-06-06
uitd	闊	2026-06-06
uiy	𡮉	2026-06-06
ujd	間	2026-06-06
uji	閩	2026-06-06
ujjd	閶	2026-06-06
ujnd	闒	2026-06-06
ujtm	贛	2026-06-06
ujtn	戇	2026-06-06
ukd	問	2026-06-06
ukhm	闠	2026-06-06
ukkd	閭	2026-06-06
ukmi	𤸫	2026-06-06
ulge	闤	2026-06-06
ulk	閘	2026-06-06
ulsi	閫	2026-06-06
ummv	癭	2026-06-06
unbt	闞	2026-06-06
uni	悶	2026-06-06
uqaj	閽	2026-06-06
uqmd	瘓	2026-06-06
uqvd	閻	2026-06-06
uqvh	䦛	2026-06-06
uqwm	資	2026-06-06
urmw	𨶏	2026-06-06
usfd	闉	2026-06-06
usi	閑	2026-06-06
utem	顔	2026-06-06
utfn	閐	2026-06-06
uths	闑	2026-06-06
utkd	閣	2026-06-06
utmm	㿗	2026-06-06
uubw	闕	2026-06-06
uukq	閲	2026-06-06
uvei	䦘	2026-06-06
uwae	閥	2026-06-06
uwga	𨷲	2026-06-06
uwgd	闋	2026-06-06
uwgq	𨵸	2026-06-06
uwi	閃	2026-06-06
uwwf	䦟	2026-06-06
uwyo	𨶲	2026-06-06
uyd	誾	2026-06-06
uyi	閔	2026-06-06
uymv	閌	2026-06-06
uynv	𨳑	2026-06-06
uynw	閡	2026-06-06
uyuh	辯	2026-06-06
uyv	閍	2026-06-06
uyve	閬	2026-06-06
uywu	閼	2026-06-06
vkmy	㜏	2026-06-06
vnuv	鼴	2026-06-06
vqmd	𡞵	2026-06-06
vtkd	羣	2026-06-06
vtkm	頵	2026-06-06
vujg	𡢃	2026-06-06
vusy	嫻	2026-06-06
wamu	貸	2026-06-06
wcdm	頌	2026-06-06
wdmy	㑯	2026-06-06
wfal	儎	2026-06-06
wfam	僨	2026-06-06
wgeq	覦	2026-06-06
wgkm	頜	2026-06-06
wgmy	債	2026-06-06
whmy	偵	2026-06-06
whte	脩	2026-06-06
wlh	俥	2026-06-06
wmjh	側	2026-06-06
wtfm	賃	2026-06-06
wvdm	頒	2026-06-06
wvmu	貧	2026-06-06
wxdm	傾	2026-06-06
wxmu	貨	2026-06-06
wycm	領	2026-06-06
wyfj	儲	2026-06-06
wynm	貪	2026-06-06
wynm	頷	2026-06-06
wyyy	讎	2026-06-06
xadd	𦃄	2026-06-06
xadt	絨	2026-06-06
xafg	紺	2026-06-06
xafh	緙	2026-06-06
xag	紅	2026-06-06
xamd	緓	2026-06-06
xann	紲	2026-06-06
xawk	䌋	2026-06-06
xbg	䋙	2026-06-06
xbmh	絀	2026-06-06
xcbh	紓	2026-06-06
xccc	綴	2026-06-06
xckg	紿	2026-06-06
xcks	𦂅	2026-06-06
xdcy	紘	2026-06-06
xdcy	紱	2026-06-06
xdff	縟	2026-06-06
xdfn	絝	2026-06-06
xdgt	緘	2026-06-06
xdht	縬	2026-06-06
xdjd	緋	2026-06-06
xdmd	緬	2026-06-06
xdmy	頃	2026-06-06
xdsk	綺	2026-06-06
xdtb	綁	2026-06-06
xdui	繚	2026-06-06
xean	䌥	2026-06-06
xeeg	綳	2026-06-06
xefc	緩	2026-06-06
xegg	組	2026-06-06
xepc	綬	2026-06-06
xevg	綏	2026-06-06
xeyy	級	2026-06-06
xfcy	紜	2026-06-06
xfdj	繻	2026-06-06
xfhw	縝	2026-06-06
xfim	頴	2026-06-06
xfkg	結	2026-06-06
xfkm	纈	2026-06-06
xfmf	䋻	2026-06-06
xfmu	貫	2026-06-06
xftj	緒	2026-06-06
xftt	䊷	2026-06-06
xfwt	綾	2026-06-06
xfy	紂	2026-06-06
xgbn	純	2026-06-06
xgcf	絰	2026-06-06
xgef	縛	2026-06-06
xgeg	綪	2026-06-06
xgfh	紆	2026-06-06
xgjq	綆	2026-06-06
xgki	綀	2026-06-06
xgkl	䋹	2026-06-06
xglg	繮	2026-06-06
xgmy	績	2026-06-06
xgoj	縉	2026-06-06
xhit	緲	2026-06-06
xhjh	綽	2026-06-06
xidm	潁	2026-06-06
xieg	綃	2026-06-06
ximk	緔	2026-06-06
xitt	紗	2026-06-06
xjbc	繓	2026-06-06
xjgh	緹	2026-06-06
xjhh	紳	2026-06-06
xjlc	縵	2026-06-06
xjlg	緼	2026-06-06
xjmu	費	2026-06-06
xjng	䌈	2026-06-06
xjxx	緄	2026-06-06
xkbg	緝	2026-06-06
xkeg	絹	2026-06-06
xkh	紃	2026-06-06
xkhm	繢	2026-06-06
xkhp	繾	2026-06-06
xkks	繰	2026-06-06
xldy	絪	2026-06-06
xlff	纆	2026-06-06
xlg	細	2026-06-06
xlge	䋿	2026-06-06
xlge	繯	2026-06-06
xlny	緦	2026-06-06
xlpy	縺	2026-06-06
xlxi	縲	2026-06-06
xlxk	轡	2026-06-06
xmeg	縎	2026-06-06
xmfk	綢	2026-06-06
xmg	紬	2026-06-06
xmkg	絅	2026-06-06
xmmv	纓	2026-06-06
xmwy	納	2026-06-06
xnaj	緡	2026-06-06
xnfg	紐	2026-06-06
xng	䋚	2026-06-06
xnhh	糾	2026-06-06
xnku	䌟	2026-06-06
xnn	紀	2026-06-06
xnnw	繏	2026-06-06
xnwe	繆	2026-06-06
xodm	熲	2026-06-06
xpfi	綜	2026-06-06
xpfq	綄	2026-06-06
xpgh	綻	2026-06-06
xpgw	縯	2026-06-06
xplh	緷	2026-06-06
xpnn	綰	2026-06-06
xpqn	紞	2026-06-06
xpwj	縮	2026-06-06
xqaj	緍	2026-06-06
xqan	紙	2026-06-06
xqcn	絶	2026-06-06
xqdh	絺	2026-06-06
xqjg	絢	2026-06-06
xqrm	綯	2026-06-06
xqyy	約	2026-06-06
xrmh	綿	2026-06-06
xryt	繳	2026-06-06
xryy	𥿊	2026-06-06
xsfg	緸	2026-06-06
xsfi	縹	2026-06-06
xsgg	綇	2026-06-06
xshg	緗	2026-06-06
xssi	䌝	2026-06-06
xssy	綝	2026-06-06
xtah	絳	2026-06-06
xtdm	穎	2026-06-06
xtdp	縫	2026-06-06
xten	綉	2026-06-06
xtfg	紝	2026-06-06
xtfh	絎	2026-06-06
xtfm	纘	2026-06-06
xtfp	綎	2026-06-06
xtgf	綞	2026-06-06
xtgo	纁	2026-06-06
xthk	綹	2026-06-06
xthp	綖	2026-06-06
xtkg	絡	2026-06-06
xtnn	紇	2026-06-06
xtuy	終	2026-06-06
xudb	綣	2026-06-06
xudk	繕	2026-06-06
xuep	繸	2026-06-06
xufh	絆	2026-06-06
xujn	繶	2026-06-06
xukq	綐	2026-06-06
xulj	繒	2026-06-06
xuph	締	2026-06-06
xuqy	絞	2026-06-06
xuvo	縑	2026-06-06
xuwl	縊	2026-06-06
xuxt	綈	2026-06-06
xviy	緑	2026-06-06
xvjs	繅	2026-06-06
xvkg	紹	2026-06-06
xvlg	緇	2026-06-06
xvyy	紈	2026-06-06
xvyy	紉	2026-06-06
xwdc	緞	2026-06-06
xwgj	緰	2026-06-06
xwgk	給	2026-06-06
xwgq	緶	2026-06-06
xwnd	緱	2026-06-06
xwnp	縋	2026-06-06
xwvn	紛	2026-06-06
xwwk	綌	2026-06-06
xwyg	維	2026-06-06
xwys	䌖	2026-06-06
xxey	緣	2026-06-06
xxhh	紖	2026-06-06
xxjh	紼	2026-06-06
xxxn	紕	2026-06-06
xybc	縭	2026-06-06
xybg	綧	2026-06-06
xycq	統	2026-06-06
xyiy	綡	2026-06-06
xyjf	纏	2026-06-06
xyke	縗	2026-06-06
xyke	纕	2026-06-06
xymk	縞	2026-06-06
xyn	紡	2026-06-06
xyna	編	2026-06-06
xyxy	絃	2026-06-06
xyy	紋	2026-06-06
yaag	試	2026-06-06
yaah	誡	2026-06-06
yadk	諾	2026-06-06
yadn	諶	2026-06-06
yafs	謀	2026-06-06
yag	訌	2026-06-06
yagg	誆	2026-06-06
yaht	訝	2026-06-06
yajd	謨	2026-06-06
yakg	謹	2026-06-06
yang	詎	2026-06-06
yans	諜	2026-06-06
yaqj	譖	2026-06-06
yauo	讌	2026-06-06
yaww	誣	2026-06-06
yayq	謊	2026-06-06
ybcy	諏	2026-06-06
ybmh	詘	2026-06-06
ycbk	譎	2026-06-06
yceh	誦	2026-06-06
yckg	詒	2026-06-06
yctd	誒	2026-06-06
ydg	詁	2026-06-06
ydgt	諴	2026-06-06
ydiy	誄	2026-06-06
ydjd	誹	2026-06-06
ydnt	誠	2026-06-06
ydoy	詼	2026-06-06
yefc	諼	2026-06-06
yegg	詛	2026-06-06
yerm	謡	2026-06-06
yeyy	諑	2026-06-06
yffg	詿	2026-06-06
yffy	詩	2026-06-06
yfh	計	2026-06-06
yfh	訐	2026-06-06
yfkg	詰	2026-06-06
yftj	諸	2026-06-06
yfy	討	2026-06-06
ygam	贇	2026-06-06
ygeg	請	2026-06-06
ygfh	訏	2026-06-06
yghg	証	2026-06-06
ygjn	譓	2026-06-06
ygkg	語	2026-06-06
ygli	諫	2026-06-06
yguh	評	2026-06-06
yhag	謔	2026-06-06
yhcy	詖	2026-06-06
yhkg	詀	2026-06-06
yhy	訃	2026-06-06
yieg	誚	2026-06-06
yjgh	諟	2026-06-06
yjgp	𧩙	2026-06-06
yjjh	劑	2026-06-06
yjlc	謾	2026-06-06
yjqn	謁	2026-06-06
yjsy	課	2026-06-06
ykgd	誤	2026-06-06
ykh	訓	2026-06-06
ykhp	譴	2026-06-06
ykkn	諤	2026-06-06
yleg	謂	2026-06-06
ylge	譞	2026-06-06
ylk	庫	2026-06-06
ylkm	顫	2026-06-06
ylwt	謖	2026-06-06
ymcy	設	2026-06-06
ymdm	頏	2026-06-06
ymfk	調	2026-06-06
ymgk	詷	2026-06-06
ymh	訕	2026-06-06
ymkg	詗	2026-06-06
ymwy	訥	2026-06-06
ynfh	訊	2026-06-06
yng	詡	2026-06-06
yngk	詞	2026-06-06
ynhe	諝	2026-06-06
ynky	贏	2026-06-06
ynn	記	2026-06-06
yntl	謐	2026-06-06
yntm	頦	2026-06-06
ynwe	謬	2026-06-06
ynwy	訣	2026-06-06
yooy	談	2026-06-06
yopy	謎	2026-06-06
ypeg	誼	2026-06-06
yplh	諢	2026-06-06
ypta	詫	2026-06-06
yqay	詆	2026-06-06
yqbh	訩	2026-06-06
yqdb	詭	2026-06-06
yqdy	譫	2026-06-06
yqjg	詢	2026-06-06
yqqw	廞	2026-06-06
yqtg	誑	2026-06-06
yqvg	諂	2026-06-06
yqvh	諍	2026-06-06
yrgk	詬	2026-06-06
yrh	訢	2026-06-06
yriy	誅	2026-06-06
yryy	訴	2026-06-06
ysfg	諲	2026-06-06
ysh	訂	2026-06-06
ysjh	譚	2026-06-06
yskg	訶	2026-06-06
ytdg	話	2026-06-06
yten	誘	2026-06-06
ytfh	許	2026-06-06
ytfk	誥	2026-06-06
ytfq	詵	2026-06-06
ythf	詐	2026-06-06
ythp	誕	2026-06-06
ytmf	謝	2026-06-06
ytnn	訖	2026-06-06
ytvg	諉	2026-06-06
ytxu	誨	2026-06-06
yudh	詳	2026-06-06
yuev	謭	2026-06-06
yugi	斕	2026-06-06
yugi	讕	2026-06-06
yujg	諳	2026-06-06
yukq	説	2026-06-06
yumd	謫	2026-06-06
yuoj	譜	2026-06-06
yuph	諦	2026-06-06
yupy	謗	2026-06-06
yute	諺	2026-06-06
yuvo	謙	2026-06-06
yuwl	謚	2026-06-06
yvey	詪	2026-06-06
yvhc	謏	2026-06-06
yvkg	詔	2026-06-06
yvwm	賡	2026-06-06
yvwy	諛	2026-06-06
yvyh	䜀	2026-06-06
yvyy	訒	2026-06-06
ywcy	訟	2026-06-06
ywet	診	2026-06-06
ywgg	詮	2026-06-06
ywgj	諭	2026-06-06
ywwg	讖	2026-06-06
ywxn	訛	2026-06-06
ywyg	誰	2026-06-06
ywyn	諗	2026-06-06
ywyo	譙	2026-06-06
yxdm	廎	2026-06-06
yxjg	詣	2026-06-06
yxxr	諧	2026-06-06
yybg	諄	2026-06-06
yyiy	諒	2026-06-06
yyn	訪	2026-06-06
yyna	諞	2026-06-06
yynw	該	2026-06-06
yywf	誶	2026-06-06

# 2026-06-06 systemic pinyin er→r typo sweep — user "zhonghuarnv 为什么会
# 出现 中华儿女呢，不应该是 zhonghuaernv 吗".  Corpus encoding dropped the
# 'e' from 'er' (儿) in mid-word position, leaving rows like (zhonghuarnv,
# 中华儿女) alongside the correct (zhonghuaernv, 中华儿女).  Detected by
# script: word at code `<X>r<Y>` AND the SAME word at `<X>er<Y>` →
# typo row.
airxinqie	爱儿心切	2026-06-06
arhun	阿儿浑	2026-06-06
bairbashi	百儿八十	2026-06-06
bargou	叭儿狗	2026-06-06
bargou	巴儿狗	2026-06-06
barji	巴儿吉	2026-06-06
barjian	巴儿监	2026-06-06
bendeirmu	锛得儿木	2026-06-06
caizhirtong	才智儿童	2026-06-06
canjirtong	残疾儿童	2026-06-06
dairxi	大儿媳	2026-06-06
dairzi	大儿子	2026-06-06
darxi	大儿媳	2026-06-06
darzi	大儿子	2026-06-06
faryin	法儿引	2026-06-06
farzhen	法儿真	2026-06-06
fentiaorcai	粉条儿菜	2026-06-06
funvrtong	妇女儿童	2026-06-06
gangkourtian	岗口儿甜	2026-06-06
gourye	狗儿爷	2026-06-06
guaimairtong	拐卖儿童	2026-06-06
guirniang	桂儿娘	2026-06-06
guirzi	龟儿子	2026-06-06
guorcheng	过儿成	2026-06-06
guorzhen	过儿真	2026-06-06
gurci	鼓儿词	2026-06-06
gurguafu	孤儿寡妇	2026-06-06
gurguanv	孤儿寡女	2026-06-06
gurhan	古儿汗	2026-06-06
gurxiaoxi	孤儿消息	2026-06-06
guryuan	孤儿院	2026-06-06
gurzi	孤儿仔	2026-06-06
hairxiang	孩儿巷	2026-06-06
haornv	好儿女	2026-06-06
hourjing	猴儿精	2026-06-06
huardongzi	花儿洞子	2026-06-06
huarhuo	化儿伙	2026-06-06
huarjiang	花儿匠	2026-06-06
huarledui	花儿乐队	2026-06-06
huaryangzi	花儿样子	2026-06-06
huaryuedui	花儿乐队	2026-06-06
huorgan	活儿干	2026-06-06
hurhuan	呼儿唤	2026-06-06
jiaoryinghai	教儿婴孩	2026-06-06
jiarjiafu	佳儿佳妇	2026-06-06
kuairbamao	块儿八毛	2026-06-06
laoshudirzihuidadong	老鼠的儿子会打洞	2026-06-06
laoshudirzikuaidadong	老鼠的儿子会打洞	2026-06-06
laotouryu	老头儿鱼	2026-06-06
luanshirnv	乱世儿女	2026-06-06
lurdao	鹿儿岛	2026-06-06
lurdaoxian	鹿儿岛县	2026-06-06
mairtiefu	卖儿贴妇	2026-06-06
maorgai	毛儿盖	2026-06-06
maorni	猫儿腻	2026-06-06
maorshan	猫儿山	2026-06-06
maoryan	猫儿眼	2026-06-06
marhan	马儿罕	2026-06-06
markuai	马儿快	2026-06-06
marpao	马儿跑	2026-06-06
miaorgou	庙儿沟	2026-06-06
murchao	木儿朝	2026-06-06
murdai	木儿代	2026-06-06
murji	木儿继	2026-06-06
murjun	木儿军	2026-06-06
murling	木儿领	2026-06-06
muryi	木儿亦	2026-06-06
muryong	木儿拥	2026-06-06
murzhao	木儿朝	2026-06-06
niurbang	牛儿帮	2026-06-06
niurmiao	牛儿苗	2026-06-06
niurxisu	狃儿习俗	2026-06-06
nurgan	奴儿干	2026-06-06
nurhai	努儿海	2026-06-06
nvrdao	女儿岛	2026-06-06
nvrguo	女儿国	2026-06-06
nvrhe	女儿河	2026-06-06
nvrhong	女儿红	2026-06-06
nvrjie	女儿节	2026-06-06
nvrshen	女儿身	2026-06-06
penbirxiang	喷鼻儿香	2026-06-06
potirdiyizao	破题儿第一遭	2026-06-06
purtie	蒲儿帖	2026-06-06
qiaorgou	桥儿沟	2026-06-06
qirhui	齐儿会	2026-06-06
qirkuai	齐儿会	2026-06-06
qirmayi	乞儿马医	2026-06-06
qizirnv	妻子儿女	2026-06-06
qurte	曲儿忒	2026-06-06
ruozhirtong	弱智儿童	2026-06-06
shaorbaike	少儿百科	2026-06-06
shaorbu	少儿部	2026-06-06
shaorbuyi	少儿不宜	2026-06-06
shaorchubanshe	少儿出版社	2026-06-06
shaorduwu	少儿读物	2026-06-06
shaorguan	少儿馆	2026-06-06
shaoryingyu	少儿英语	2026-06-06
sharbaji	傻儿巴叽	2026-06-06
shirqu	侍儿取	2026-06-06
shoudourkeyanjiusuo	首都儿科研究所	2026-06-06
shoudurkeyanjiusuo	首都儿科研究所	2026-06-06
sirgou	寺儿沟	2026-06-06
tairzhuang	台儿庄	2026-06-06
tairzhuangqu	台儿庄区	2026-06-06
taorhe	洮儿河	2026-06-06
taorqi	桃儿七	2026-06-06
tarhai	塔儿海	2026-06-06
tuorsuo	托儿所	2026-06-06
turye	兔儿爷	2026-06-06
wurwuer	呜儿呜儿	2026-06-06
wurwunv	无儿无女	2026-06-06
wurwur	呜儿呜儿	2026-06-06
xiaolurjiang	小炉儿匠	2026-06-06
xiaorke	小儿科	2026-06-06
xiaormabi	小儿痲痹	2026-06-06
xiaormabi	小儿麻痹	2026-06-06
xiaorzi	小儿子	2026-06-06
yaoshirtong	钥匙儿童	2026-06-06
yarli	鸭儿梨	2026-06-06
yaryo	呀儿哟	2026-06-06
yihuirbu	一会儿步	2026-06-06
yihuirda	一会儿打	2026-06-06
yihuirhui	一会儿回	2026-06-06
yihuirji	一会儿记	2026-06-06
yihuirkai	一会儿开	2026-06-06
yihuirmen	一会儿门	2026-06-06
yihuirshuanghang	一会儿双行	2026-06-06
yihuirshuangxing	一会儿双行	2026-06-06
yihuirtan	一会儿摊	2026-06-06
yihuirtian	一会儿天	2026-06-06
yihuirtou	一会儿头	2026-06-06
yihuirzhan	一会儿站	2026-06-06
yihuirzhang	一会儿张	2026-06-06
yikuairbu	一会儿步	2026-06-06
yikuairda	一会儿打	2026-06-06
yikuairhui	一会儿回	2026-06-06
yikuairji	一会儿记	2026-06-06
yikuairkai	一会儿开	2026-06-06
yikuairmen	一会儿门	2026-06-06
yikuairshuanghang	一会儿双行	2026-06-06
yikuairshuangxing	一会儿双行	2026-06-06
yikuairtan	一会儿摊	2026-06-06
yikuairtian	一会儿天	2026-06-06
yikuairtou	一会儿头	2026-06-06
yikuairzhan	一会儿站	2026-06-06
yikuairzhang	一会儿张	2026-06-06
yirhan	伊儿汗	2026-06-06
yitourchen	一头儿沉	2026-06-06
yourban	幼儿班	2026-06-06
yourchen	由儿臣	2026-06-06
yourjiaoshi	幼儿教师	2026-06-06
yourjiaoyu	幼儿教育	2026-06-06
yourqi	幼儿期	2026-06-06
yoursuo	幼儿所	2026-06-06
yourxuexiao	幼儿学校	2026-06-06
youryuan	幼儿园	2026-06-06
youryuan	幼儿圆	2026-06-06
youxiurnv	优秀儿女	2026-06-06
yurdai	育儿袋	2026-06-06
yurguan	育儿观	2026-06-06
yurmeimei	玉儿妹妹	2026-06-06
yurwang	育儿网	2026-06-06
zhongguortongyishujuyuan	中国儿童艺术剧院	2026-06-06
zhonghuarnv	中华儿女	2026-06-06
ziyourtong	资优儿童	2026-06-06
biguo	比国	2026-06-07
